"gene_td","gene_zm","log2FC_protein","log2FC_RNA","padj_RNA","DAP","DEG","highlight"
"Td00001aa029695","Zm00001eb084350",-0.341879510655818,0.928791184716141,0.0524210494696607,"NS","NS","NS"
"Td00001aa029705","Zm00001eb084450",-0.281130167118119,-0.239506061531472,0.682522573919922,"NS","NS","NS"
"Td00001aa029712","Zm00001eb084520",-0.225564947925686,-0.702101970576155,0.102119637602386,"NS","NS","NS"
"Td00001aa029721","Zm00001eb084590",-0.0254763892513535,-1.2810576432872,2.8950372984285e-06,"NS","Down","NS"
"Td00001aa029752","Zm00001eb084770",0.275890944176284,0.481486046047418,0.235023045283042,"NS","NS","NS"
"Td00001aa029759","Zm00001eb084890",-0.0602949744074029,0.65195361863198,0.0884997116106217,"NS","NS","NS"
"Td00001aa029761","Zm00001eb084920",-0.139932613643981,0.0589409262011137,0.909785404431223,"NS","NS","NS"
"Td00001aa029804","Zm00001eb085340",0.191548088567775,0.277130327576042,0.758089032447032,"NS","NS","NS"
"Td00001aa029820","Zm00001eb085500",0.118645059076875,0.300204834879798,0.302444792587889,"NS","NS","NS"
"Td00001aa029835","Zm00001eb085570",0.157282673157793,0.196741193909893,0.75173334885787,"NS","NS","NS"
"Td00001aa029858","Zm00001eb085860",0.0476711295269125,-0.2584230355199,0.716678272399024,"NS","NS","NS"
"Td00001aa029865","Zm00001eb086030",0.0957563726886105,0.930180837311251,0.175120115972777,"NS","NS","NS"
"Td00001aa029894","Zm00001eb086540",-0.101802605552542,0.461897956246774,0.276199983106233,"NS","NS","NS"
"Td00001aa029896","Zm00001eb086560",0.461812479545796,0.470927678773509,0.103861803499387,"NS","NS","NS"
"Td00001aa029905","Zm00001eb086680",0.177244594273325,0.0430670692987847,0.928955214326272,"NS","NS","NS"
"Td00001aa029906","Zm00001eb086700",1.2641638051347,4.82954855558037,5.8449684333156e-48,"Up","Up","Up"
"Td00001aa029929","Zm00001eb086910",-0.0933452542908757,0.383636842169905,0.433126658227319,"NS","NS","NS"
"Td00001aa030153","Zm00001eb356220",0.128409929645518,0.455416151359963,0.472484942449135,"NS","NS","NS"
"Td00001aa030156","Zm00001eb356200",0.15853552024019,-0.479076011466734,0.215600282308716,"NS","NS","NS"
"Td00001aa030159","Zm00001eb356180",-0.206652316217906,-0.291614540002347,0.480227526070747,"NS","NS","NS"
"Td00001aa030163","Zm00001eb356130",-0.483288451867949,0.253191225764377,0.609285616168395,"NS","NS","NS"
"Td00001aa030179","Zm00001eb356000",-0.501094471084358,-1.28125321937189,3.52473849689047e-06,"NS","Down","NS"
"Td00001aa030186","Zm00001eb355970",0.393050671553474,0.148061813160195,0.78594340260895,"NS","NS","NS"
"Td00001aa030191","Zm00001eb355850",-0.33885321723891,0.377310294121886,0.487823049192382,"NS","NS","NS"
"Td00001aa030198","Zm00001eb355790",-0.27983293376884,-1.8426102899636,0.363699881383723,"NS","NS","NS"
"Td00001aa030210","Zm00001eb266490",0.155724933139056,0.104140808165451,0.81771915868323,"NS","NS","NS"
"Td00001aa030219","Zm00001eb401380",0.899956140189135,-1.43094229238482,0.310539402965255,"NS","NS","NS"
"Td00001aa030221","Zm00001eb355540",-0.0073679420658664,0.37380085998353,0.189995431996653,"NS","NS","NS"
"Td00001aa030226","Zm00001eb355410",-0.464781242728358,2.44098728792282,0.260697961780323,"NS","NS","NS"
"Td00001aa030242","Zm00001eb355170",-0.501721644158476,-1.07819707329195,3.72171694767625e-05,"NS","Down","NS"
"Td00001aa030254","Zm00001eb355050",-0.123167002262976,0.469064619090869,0.269295077597291,"NS","NS","NS"
"Td00001aa030271","Zm00001eb354890",-0.204819656593376,0.392451732835624,0.44872424577806,"NS","NS","NS"
"Td00001aa030284","Zm00001eb417150",-0.435109151780414,1.63058635748377,0.0280750899329063,"NS","Up","NS"
"Td00001aa030285","Zm00001eb354850",-0.0866375241491645,-0.381467604206695,0.432904762616088,"NS","NS","NS"
"Td00001aa030292","Zm00001eb417240",-1.15174525852222,0.556026217420151,0.236783231152765,"Down","NS","NS"
"Td00001aa030296","Zm00001eb354640",-0.933292240923308,0.02032413888967,0.958911158593576,"NS","NS","NS"
"Td00001aa030298","Zm00001eb354620",-0.600195815151134,-0.0211074256174212,0.974613293234575,"NS","NS","NS"
"Td00001aa030336","Zm00001eb354470",-0.365609808446272,0.122232001206724,0.751262854268202,"NS","NS","NS"
"Td00001aa030346","Zm00001eb354380",-0.65571648951845,0.143830836201205,0.740866778804439,"NS","NS","NS"
"Td00001aa030351","Zm00001eb354320",0.0331195395935945,0.304826853349801,0.446844988601762,"NS","NS","NS"
"Td00001aa030366","Zm00001eb267790",-0.104915143749476,-0.755773460527526,0.133606556175758,"NS","NS","NS"
"Td00001aa030369","Zm00001eb354230",0.407284026650387,0.316679062319201,0.29386975758672,"NS","NS","NS"
"Td00001aa030377","Zm00001eb354180",0.111003548586604,0.305171962541349,0.442387541164546,"NS","NS","NS"
"Td00001aa030379","Zm00001eb354170",0.0466656523638789,0.416764064063894,0.199452680946731,"NS","NS","NS"
"Td00001aa030432","Zm00001eb345630",-0.62557793113834,-0.814735554375836,0.0728942455219764,"NS","NS","NS"
"Td00001aa030491","Zm00001eb346120",-0.0932743346371268,0.145382871614304,0.657278869190955,"NS","NS","NS"
"Td00001aa030493","Zm00001eb346150",0.631334736838905,0.810610530288293,0.189003164950559,"NS","NS","NS"
"Td00001aa030514","Zm00001eb346400",-0.353568399165353,0.0283816676896719,0.958384911760844,"NS","NS","NS"
"Td00001aa030528","Zm00001eb346580",-0.642853974616001,-0.849286826804411,0.24536310357876,"NS","NS","NS"
"Td00001aa030559","Zm00001eb346860",0.2145254335389,0.670266585894565,0.317331488448818,"NS","NS","NS"
"Td00001aa030570","Zm00001eb346940",0.221909930911032,-0.561366138635544,0.147754795793019,"NS","NS","NS"
"Td00001aa030572","Zm00001eb346960",0.399735360126142,-0.76460459199083,0.0979123215221856,"NS","NS","NS"
"Td00001aa030578","Zm00001eb347000",0.169146259592812,-0.310961535666545,0.313028060192861,"NS","NS","NS"
"Td00001aa030594","Zm00001eb347070",-0.185760577502997,-0.0637379418446804,0.902989237434443,"NS","NS","NS"
"Td00001aa030611","Zm00001eb347200",0.4392171032646,0.511998366880615,0.0933661781187326,"NS","NS","NS"
"Td00001aa030626","Zm00001eb283950",0.142407394947308,-0.283093952128657,0.448862724130877,"NS","NS","NS"
"Td00001aa030631","Zm00001eb283870",-0.111341619766318,-0.0883933976822644,0.878227911819371,"NS","NS","NS"
"Td00001aa030679","Zm00001eb351120",0.277567191193911,0.284623262142569,0.418073298209702,"NS","NS","NS"
"Td00001aa030681","Zm00001eb351100",-0.144188749868526,-0.127564705572081,0.821901172321044,"NS","NS","NS"
"Td00001aa030742","Zm00001eb350560",0.459471263890344,0.190139744978645,0.738792137679724,"NS","NS","NS"
"Td00001aa030804","Zm00001eb349830",0.0717165946202453,0.134211329894527,0.778290355897768,"NS","NS","NS"
"Td00001aa030834","Zm00001eb349410",-0.33539580287304,0.445647833246988,0.300161501824788,"NS","NS","NS"
"Td00001aa030845","Zm00001eb349250",-0.0682358678953489,0.24340201082625,0.701948970517042,"NS","NS","NS"
"Td00001aa030846","Zm00001eb349240",-0.22097957980763,0.417014128498,0.194769794036634,"NS","NS","NS"
"Td00001aa030908","Zm00001eb348660",0.150974886889522,0.265487959677203,0.578195207899044,"NS","NS","NS"
"Td00001aa030913","Zm00001eb348600",-0.580080699618339,0.192214964032537,0.814158663475426,"NS","NS","NS"
"Td00001aa030923","Zm00001eb348530",1.45035618234242,1.59257328632511,0.00843566482971724,"Up","Up","Up"
"Td00001aa030924","Zm00001eb348520",-0.337688308826198,2.5090832375408,6.43131882632888e-17,"NS","Up","NS"
"Td00001aa030930","Zm00001eb348450",0.19879369023104,0.528506178698485,0.201009117375682,"NS","NS","NS"
"Td00001aa030949","Zm00001eb348240",0.234926597471045,0.441901100836808,0.290669744873529,"NS","NS","NS"
"Td00001aa030975","Zm00001eb347680",0.867992772871906,0.0970245015082318,0.842607589959864,"NS","NS","NS"
"Td00001aa030988","Zm00001eb351270",-0.0219371552800577,0.539697982795757,0.0467139046820837,"NS","NS","NS"
"Td00001aa030991","Zm00001eb351280",0.23467922230391,0.457923428440576,0.0963299223473178,"NS","NS","NS"
"Td00001aa030998","Zm00001eb351350",0.153680589408449,-0.351776826881891,0.488754508634419,"NS","NS","NS"
"Td00001aa031004","Zm00001eb351420",-0.391077638899204,0.172938891199797,0.582051321650254,"NS","NS","NS"
"Td00001aa031048","Zm00001eb351830",-0.177569155385902,0.260882717115969,0.509435465788129,"NS","NS","NS"
"Td00001aa031122","Zm00001eb352550",-0.0424222230644915,-0.159430768211996,0.809252493350937,"NS","NS","NS"
"Td00001aa031147","Zm00001eb352760",0.155214443061171,-0.13371755234473,0.964017856682799,"NS","NS","NS"
"Td00001aa031155","Zm00001eb352800",-0.344417745002978,0.0525173096823567,0.938637098122568,"NS","NS","NS"
"Td00001aa031190","Zm00001eb292930",-0.254522767970664,0.479931187968017,0.182485273537185,"NS","NS","NS"
"Td00001aa031224","Zm00001eb353560",-0.572134635810355,-0.193400325544379,0.640578334841717,"NS","NS","NS"
"Td00001aa031253","Zm00001eb356490",-0.215199050334603,-0.461005169007198,0.237981029344886,"NS","NS","NS"
"Td00001aa031281","Zm00001eb342550",-0.231136575885222,0.468264118118529,0.264954668404221,"NS","NS","NS"
"Td00001aa031283","Zm00001eb294570",-0.224884688525748,-0.0268528604007717,0.96418501186385,"NS","NS","NS"
"Td00001aa031290","Zm00001eb342660",-0.286965352472148,-0.19018023278412,0.750609858341547,"NS","NS","NS"
"Td00001aa031335","Zm00001eb343210",-0.398143753058124,1.82097738770971,NA,"NS",NA,"NS"
"Td00001aa031362","Zm00001eb343610",0.0702809211340246,0.246530443456962,0.554975834058755,"NS","NS","NS"
"Td00001aa031364","Zm00001eb343630",0.517592940989968,-2.30891839523759,1.27128131243401e-06,"NS","Down","NS"
"Td00001aa031369","Zm00001eb343670",-0.3013771014873,0.964828685683109,0.0660835116670301,"NS","NS","NS"
"Td00001aa031383","Zm00001eb343840",-0.310631370505531,0.243062884210715,0.665237461870952,"NS","NS","NS"
"Td00001aa031388","Zm00001eb343900",1.79969817616872,-0.590474400851964,0.490902774498095,"NS","NS","NS"
"Td00001aa031407","Zm00001eb344110",-0.428736544300204,-1.14492321747859,0.0453447965212067,"NS","Down","NS"
"Td00001aa031424","Zm00001eb344300",0.175844700667667,-0.133558586066595,0.801322399725787,"NS","NS","NS"
"Td00001aa031427","Zm00001eb344340",0.0654427190822693,-0.0649603808162692,0.92466833556573,"NS","NS","NS"
"Td00001aa031452","Zm00001eb344570",-0.209542385822207,0.642583086608236,0.686177667306598,"NS","NS","NS"
"Td00001aa031467","Zm00001eb344790",0.512608094320665,0.0431225210350286,0.912996057326587,"NS","NS","NS"
"Td00001aa031470","Zm00001eb344820",0.0485617908392075,0.905645137424538,0.0205987315816704,"NS","NS","NS"
"Td00001aa031499","Zm00001eb345200",-0.115558128028756,-0.451445123969468,0.566527243028752,"NS","NS","NS"
"Td00001aa031503","Zm00001eb297320",-0.1941371033368,-0.0793740362167971,0.87865263677058,"NS","NS","NS"
"Td00001aa031505","Zm00001eb345260",-0.229573887016578,-0.000266675433094508,0.999945609355799,"NS","NS","NS"
"Td00001aa031508","Zm00001eb345280",0.532151943057186,0.2363258502587,0.56403323245801,"NS","NS","NS"
"Td00001aa031518","Zm00001eb345420",0.123017054902781,0.202670507602088,0.575786542534061,"NS","NS","NS"
"Td00001aa031529","Zm00001eb345550",-0.0576401202527968,0.464566767333582,0.218966520040985,"NS","NS","NS"
"Td00001aa031546","Zm00001eb199090",-0.159563438523572,0.878886399374017,0.00575321751749578,"NS","NS","NS"
"Td00001aa031553","Zm00001eb199150",-0.494720327634467,0.280666197954585,0.596779346073489,"NS","NS","NS"
"Td00001aa031559","Zm00001eb199230",0.40608880485658,-0.775903440752315,0.172514161913099,"NS","NS","NS"
"Td00001aa031570","Zm00001eb199330",-0.187124981518503,-0.286945361917693,0.422607242697686,"NS","NS","NS"
"Td00001aa031595","Zm00001eb199470",-1.14690164940681,-0.480278408327486,0.0779170892373664,"Down","NS","NS"
"Td00001aa031601","Zm00001eb199540",-0.24581608146395,-0.09652065460611,0.881031639528624,"NS","NS","NS"
"Td00001aa031609","Zm00001eb199590",0.00227315181225255,-0.617176675897591,0.190627318362358,"NS","NS","NS"
"Td00001aa031663","Zm00001eb174590",0.142128038380672,-0.158545363708331,0.878732497441004,"NS","NS","NS"
"Td00001aa031715","Zm00001eb036610",0.45157541190134,0.333523358850077,0.456980586499156,"NS","NS","NS"
"Td00001aa031717","Zm00001eb175200",-0.415346550812932,0.195144479122,0.564946960412337,"NS","NS","NS"
"Td00001aa031718","Zm00001eb175220",0.0352239634994935,0.0589660777358682,0.88377237561085,"NS","NS","NS"
"Td00001aa031722","Zm00001eb175280",-0.0657443214049044,-0.345491231610057,0.350442510692027,"NS","NS","NS"
"Td00001aa031756","Zm00001eb198180",0.15088354109106,-0.302303667009362,0.568609750502324,"NS","NS","NS"
"Td00001aa031767","Zm00001eb198300",0.185813363672455,0.452161659087658,0.174742019159155,"NS","NS","NS"
"Td00001aa031783","Zm00001eb198450",0.202162354675641,-0.379888123109269,0.457955696968756,"NS","NS","NS"
"Td00001aa031791","Zm00001eb198600",0.798144932480284,-0.432867774579477,0.275909863845825,"NS","NS","NS"
"Td00001aa031804","Zm00001eb073240",0.141299581782782,-0.0342091545191879,0.948659477833726,"NS","NS","NS"
"Td00001aa031828","Zm00001eb202790",0.527325522822597,0.597644609956327,0.150054429447742,"NS","NS","NS"
"Td00001aa031852","Zm00001eb180420",-0.386044207199172,-0.131605012677254,0.769475443551618,"NS","NS","NS"
"Td00001aa031940","Zm00001eb039000",-0.0254695755523053,0.103475913718359,0.842031286198172,"NS","NS","NS"
"Td00001aa031973","Zm00001eb176160",0.518632000851567,0.892764507276819,0.11418283154153,"NS","NS","NS"
"Td00001aa031974","Zm00001eb176170",-0.000838988901203696,-2.07417710048487,1.12174211701748e-05,"NS","Down","NS"
"Td00001aa031975","Zm00001eb176200",0.143648418353418,0.392626455127697,0.460504129355299,"NS","NS","NS"
"Td00001aa031977","Zm00001eb176210",-0.220662156283655,-0.0143737725388857,0.984407773200336,"NS","NS","NS"
"Td00001aa031979","Zm00001eb176260",0.0610993544076017,-0.499314499820575,0.311323717473491,"NS","NS","NS"
"Td00001aa031980","Zm00001eb176270",-0.00245731108744901,0.148432345840064,0.849429583211339,"NS","NS","NS"
"Td00001aa031984","Zm00001eb176310",-0.604594256287528,0.575740371398969,0.0877145233624947,"NS","NS","NS"
"Td00001aa032048","Zm00001eb170610",-0.159640232132282,0.318278088018327,0.396422218848603,"NS","NS","NS"
"Td00001aa032052","Zm00001eb170690",0.193225814333192,-0.183030668809153,0.694659552092466,"NS","NS","NS"
"Td00001aa032081","Zm00001eb178650",-0.347972633561202,0.201994957464435,0.620411681897714,"NS","NS","NS"
"Td00001aa032084","Zm00001eb178690",-0.408630175736063,0.108184219808324,0.795771453148519,"NS","NS","NS"
"Td00001aa032123","Zm00001eb179170",0.398658331151272,0.971971583315639,0.0051792754600805,"NS","NS","NS"
"Td00001aa032132","Zm00001eb179330",-0.410108297626763,0.0721959055820042,0.86852365356438,"NS","NS","NS"
"Td00001aa032137","Zm00001eb179440",-0.813553699520243,-0.506115088644559,0.261944864567374,"NS","NS","NS"
"Td00001aa032141","Zm00001eb179490",-0.459587295553192,0.427043306324613,0.0788836741406165,"NS","NS","NS"
"Td00001aa032145","Zm00001eb179540",-0.230513915480121,0.214831293092215,0.707820483432807,"NS","NS","NS"
"Td00001aa032177","Zm00001eb179820",-0.545202304769565,-0.153046092991829,0.691346668196354,"NS","NS","NS"
"Td00001aa032186","Zm00001eb180060",-0.391224589371985,0.872554791521707,0.186640359052809,"NS","NS","NS"
"Td00001aa032222","Zm00001eb177270",-0.494816601516962,0.00467124769402236,0.995828594473437,"NS","NS","NS"
"Td00001aa032228","Zm00001eb177330",-0.802780281323123,-0.429261952075748,0.405507102218618,"NS","NS","NS"
"Td00001aa032242","Zm00001eb177450",0.442819389821726,0.275796036321486,0.46719123684415,"NS","NS","NS"
"Td00001aa032246","Zm00001eb177530",0.0312424212871879,0.0590391653101208,0.907887379140643,"NS","NS","NS"
"Td00001aa032249","Zm00001eb177630",-0.561364060872097,0.316815865682416,0.418765530694019,"NS","NS","NS"
"Td00001aa032287","Zm00001eb178070",-0.294858672998444,0.0424422171316295,0.964552718615253,"NS","NS","NS"
"Td00001aa032304","Zm00001eb178250",-0.213929893129691,0.30713066700493,0.397642414372892,"NS","NS","NS"
"Td00001aa032324","Zm00001eb170900",-0.0257469269177145,0.116633213515799,0.786853773351435,"NS","NS","NS"
"Td00001aa032326","Zm00001eb170930",-0.634349546999265,-0.438526777072604,0.366071989927613,"NS","NS","NS"
"Td00001aa032331","Zm00001eb170970",-0.519818736421247,0.0615666602055672,0.892076743373662,"NS","NS","NS"
"Td00001aa032335","Zm00001eb171010",-0.202469515791074,1.72474588948961,0.0328696310491464,"NS","Up","NS"
"Td00001aa032339","Zm00001eb171030",-0.0850168675647003,0.241300370218931,0.541252398373174,"NS","NS","NS"
"Td00001aa032340","Zm00001eb171040",-0.154745097610747,-0.40029981460883,0.526510799828504,"NS","NS","NS"
"Td00001aa032354","Zm00001eb171190",0.0666462412664485,-0.0663835475354708,0.906552836586161,"NS","NS","NS"
"Td00001aa032374","Zm00001eb171410",-0.549265727897026,0.854723624528023,0.0168310268711575,"NS","NS","NS"
"Td00001aa032375","Zm00001eb171440",-0.159341504581432,0.529018970906268,0.0288953852027741,"NS","NS","NS"
"Td00001aa032377","Zm00001eb171480",-0.044006604582256,1.55549606113802,2.17807523016382e-10,"NS","Up","NS"
"Td00001aa032452","Zm00001eb415410",0.059570691240443,-0.204428908327272,0.553801904678324,"NS","NS","NS"
"Td00001aa032468","Zm00001eb172280",-0.0607784352173102,-0.681742648393245,0.141842928282999,"NS","NS","NS"
"Td00001aa032476","Zm00001eb172350",0.0851640859326547,-0.0687360326093451,0.980191666409426,"NS","NS","NS"
"Td00001aa032481","Zm00001eb172420",-0.100392616349748,-0.116861106644608,0.75622271311969,"NS","NS","NS"
"Td00001aa032506","Zm00001eb172640",-0.35830955794051,0.0890725033342543,0.90963527413039,"NS","NS","NS"
"Td00001aa032508","Zm00001eb172680",-0.638741783959434,0.453245815146693,0.311790086044164,"NS","NS","NS"
"Td00001aa032516","Zm00001eb172800",0.403921530399731,-1.84140846288314,0.000751770977553752,"NS","Down","NS"
"Td00001aa032522","Zm00001eb172860",-0.208398026501855,-0.820714641702597,0.147132675301594,"NS","NS","NS"
"Td00001aa032526","Zm00001eb172900",0.145717910559283,0.223936173550598,0.719508654728216,"NS","NS","NS"
"Td00001aa032537","Zm00001eb172970",0.129840365363181,0.751209720105766,0.398179079567155,"NS","NS","NS"
"Td00001aa032563","Zm00001eb173260",0.0275066892385115,0.017698591932571,0.970873306464838,"NS","NS","NS"
"Td00001aa032581","Zm00001eb173540",-0.133591749388427,0.0169579171588952,0.976816467768091,"NS","NS","NS"
"Td00001aa032582","Zm00001eb173560",-0.0885439065894315,0.315044177918606,0.312386876573095,"NS","NS","NS"
"Td00001aa032609","Zm00001eb173880",-0.049712990118268,0.530474842038908,0.111608352152156,"NS","NS","NS"
"Td00001aa032610","Zm00001eb173900",-0.336307527976218,-0.659375246224706,0.21558083647032,"NS","NS","NS"
"Td00001aa032621","Zm00001eb260580",-0.177037192672849,0.0836457096471836,0.967527042286236,"NS","NS","NS"
"Td00001aa032622","Zm00001eb174010",0.285491464108991,0.422492521123347,0.536651900995648,"NS","NS","NS"
"Td00001aa032628","Zm00001eb174100",-0.270796163382788,-1.56736160211175,0.00067850110827128,"NS","Down","NS"
"Td00001aa032658","Zm00001eb198840",-0.718102559709981,-0.863930301676114,0.27817434649386,"NS","NS","NS"
"Td00001aa032666","Zm00001eb198750",-0.0353683146052974,0.0671993230382973,0.965514318660014,"NS","NS","NS"
"Td00001aa032668","Zm00001eb198740",-0.515114162755115,-0.11334522855606,0.827696228645467,"NS","NS","NS"
"Td00001aa032674","Zm00001eb198670",0.105906030826952,-1.85877266560668,NA,"NS",NA,"NS"
"Td00001aa032705","Zm00001eb131900",-0.250132116391585,0.174369617605455,0.824571286347832,"NS","NS","NS"
"Td00001aa032796","Zm00001eb130940",-1.15868106371472,0.411131870791155,0.39059592077629,"Down","NS","NS"
"Td00001aa032805","Zm00001eb130810",-0.154407685915944,-0.36164786766062,0.356254084455494,"NS","NS","NS"
"Td00001aa032831","Zm00001eb130500",-0.78349965933274,0.113102578448122,0.897672536651078,"NS","NS","NS"
"Td00001aa032866","Zm00001eb130200",2.8604247321532,1.56696329265837,0.27817434649386,"Up","NS","NS"
"Td00001aa032871","Zm00001eb130080",-0.18674957647609,-0.180289111081162,0.603030162232477,"NS","NS","NS"
"Td00001aa032914","Zm00001eb129710",-0.605996998149716,0.268010922840733,0.502848240190865,"NS","NS","NS"
"Td00001aa032937","Zm00001eb129380",-0.335355694694873,0.432359443032868,0.208891275086633,"NS","NS","NS"
"Td00001aa032944","Zm00001eb129320",-0.284327567260681,-0.648539021229558,0.0222712592584103,"NS","NS","NS"
"Td00001aa032974","Zm00001eb128890",0.432289796755002,0.290633994150894,0.538971562348773,"NS","NS","NS"
"Td00001aa032984","Zm00001eb128780",-0.53131070325914,-0.00110283174900241,0.998534633540724,"NS","NS","NS"
"Td00001aa032992","Zm00001eb128720",0.0382644740138025,-0.086088599571569,0.895794699069484,"NS","NS","NS"
"Td00001aa032999","Zm00001eb128620",-0.939872049109122,-0.891160228608662,0.00115157072087799,"NS","NS","NS"
"Td00001aa033030","Zm00001eb128200",0.102279454596467,-0.251798689596596,0.638739598129438,"NS","NS","NS"
"Td00001aa033036","Zm00001eb128160",-0.111289992373576,0.320494823120739,0.457616685281657,"NS","NS","NS"
"Td00001aa033040","Zm00001eb128110",-0.448151780798969,0.245448079807103,0.642054061143937,"NS","NS","NS"
"Td00001aa033052","Zm00001eb127970",-1.2355978766343,-0.571189214326501,0.113926927526584,"Down","NS","NS"
"Td00001aa033097","Zm00001eb127430",-0.0927370088152935,0.120809243363093,0.768521757697074,"NS","NS","NS"
"Td00001aa033115","Zm00001eb127210",-0.462374350510119,0.407412970506703,0.259946477236449,"NS","NS","NS"
"Td00001aa033168","Zm00001eb126690",0.694123069346448,-1.18707975351858,3.8915403765668e-06,"NS","Down","NS"
"Td00001aa033192","Zm00001eb124960",2.82943663467199,0.475516738800823,0.601268459856703,"Up","NS","NS"
"Td00001aa033265","Zm00001eb125460",0.433400857986955,-0.065711703461962,0.895881129055145,"NS","NS","NS"
"Td00001aa033308","Zm00001eb124960",2.27572322718484,0.475516738800823,0.601268459856703,"Up","NS","NS"
"Td00001aa033326","Zm00001eb124820",-0.189533591903637,-0.395083988909106,0.506994987523997,"NS","NS","NS"
"Td00001aa033328","Zm00001eb124810",-0.077627620094497,0.631827981720341,0.0207632359208071,"NS","NS","NS"
"Td00001aa033337","Zm00001eb124750",1.36366505226293,-0.239862075687785,0.533325604189946,"Up","NS","NS"
"Td00001aa033405","Zm00001eb124110",1.23891456542904,-0.0478910154655542,0.98984082680606,"Up","NS","NS"
"Td00001aa033446","Zm00001eb123620",-0.725842251783236,0.11216948170187,0.88532039393162,"NS","NS","NS"
"Td00001aa033537","Zm00001eb122860",0.230420267536763,0.390230073089121,0.312386876573095,"NS","NS","NS"
"Td00001aa033544","Zm00001eb122780",-0.372938814564667,0.405879038688855,0.430050426385459,"NS","NS","NS"
"Td00001aa033551","Zm00001eb122720",-0.105613154308167,0.395394393488272,0.361390441094764,"NS","NS","NS"
"Td00001aa033616","Zm00001eb121990",0.729570540354629,-1.11149130738801,0.0519775176240283,"NS","NS","NS"
"Td00001aa033621","Zm00001eb121900",1.32830708031386,-1.38546916660637,0.00436854621322854,"Up","Down","NS"
"Td00001aa033636","Zm00001eb121650",0.409356536780472,1.32134559833587,0.0189727916434487,"NS","Up","NS"
"Td00001aa033656","Zm00001eb121480",0.174497950679002,-0.144533004237718,0.739705669425209,"NS","NS","NS"
"Td00001aa033660","Zm00001eb121420",0.818458108555177,-0.0140822122002104,0.986119072736419,"NS","NS","NS"
"Td00001aa033666","Zm00001eb121370",-0.211588126233901,0.487458122555511,0.178872019771415,"NS","NS","NS"
"Td00001aa033701","Zm00001eb120900",-0.736395157984139,0.108056252323652,0.837227631528355,"NS","NS","NS"
"Td00001aa033703","Zm00001eb120880",-0.351492384880449,-0.50046837846945,0.0667095498978664,"NS","NS","NS"
"Td00001aa033730","Zm00001eb120570",-0.0169193591137955,-0.700158033139954,0.113478122084114,"NS","NS","NS"
"Td00001aa033737","Zm00001eb120410",0.018784473765609,0.0228723903798972,0.980009878844948,"NS","NS","NS"
"Td00001aa033745","Zm00001eb120330",-0.496305692356836,-0.89604189870202,0.0118770618388345,"NS","NS","NS"
"Td00001aa033758","Zm00001eb120230",-0.877844058319945,0.6235266417558,0.61153376764821,"NS","NS","NS"
"Td00001aa033760","Zm00001eb120200",1.69497161042667,1.38932213085525,8.16636216988465e-06,"Up","Up","Up"
"Td00001aa033769","Zm00001eb120100",0.345679934753941,0.185691805299976,0.599507145769632,"NS","NS","NS"
"Td00001aa033778","Zm00001eb119990",0.14411632917863,0.222073788767868,0.648221440516145,"NS","NS","NS"
"Td00001aa033787","Zm00001eb119910",0.0608797372356668,1.01710414796274,0.000250242788580967,"NS","Up","NS"
"Td00001aa033790","Zm00001eb119880",-0.565341995612616,-0.393252715189176,0.594589443581399,"NS","NS","NS"
"Td00001aa033798","Zm00001eb119790",0.064573289980941,0.332990989083373,0.256212799366795,"NS","NS","NS"
"Td00001aa033828","Zm00001eb119450",-0.0997217392560765,-0.208147369118326,0.722858017533793,"NS","NS","NS"
"Td00001aa033840","Zm00001eb119330",0.0631304510756328,0.0105306012657647,0.990201698484056,"NS","NS","NS"
"Td00001aa033844","Zm00001eb119280",0.079756249864807,2.50415931629977,0.0420470299501803,"NS","Up","NS"
"Td00001aa033846","Zm00001eb119260",-0.0988874731334357,-0.478310543403852,0.199040305728425,"NS","NS","NS"
"Td00001aa033857","Zm00001eb119130",-0.82031751600051,1.11502324743601,0.000121151147991556,"NS","Up","NS"
"Td00001aa033877","Zm00001eb118930",-0.608979929804448,-0.902451587756633,0.08844967589565,"NS","NS","NS"
"Td00001aa033878","Zm00001eb118920",0.339603753622657,-0.253210173754939,0.548252665250777,"NS","NS","NS"
"Td00001aa033917","Zm00001eb198990",-0.0286869745501425,0.551930907145623,0.0816039814170849,"NS","NS","NS"
"Td00001aa033955","Zm00001eb201330",0.78211632298746,0.667153564804012,0.00859873990783467,"NS","NS","NS"
"Td00001aa033973","Zm00001eb201130",-0.235535856283207,-0.54913099600627,0.191502558087967,"NS","NS","NS"
"Td00001aa034004","Zm00001eb200910",0.454885589126384,-1.03681666205666,0.0165043949254934,"NS","Down","NS"
"Td00001aa034013","Zm00001eb200810",0.7198582955702,0.191077526782115,0.5528106207496,"NS","NS","NS"
"Td00001aa034025","Zm00001eb200730",-0.256531206456749,-0.0212248981689246,0.983391212601985,"NS","NS","NS"
"Td00001aa034031","Zm00001eb200720",-0.423296650978656,-0.354906737012972,0.677714601609085,"NS","NS","NS"
"Td00001aa034069","Zm00001eb168090",-0.551000379605179,-0.271728116751116,0.482230715007271,"NS","NS","NS"
"Td00001aa034081","Zm00001eb168260",0.19067867279498,-0.439833634495444,0.421224991363534,"NS","NS","NS"
"Td00001aa034130","Zm00001eb168920",-0.315300924012897,0.107870032612872,0.829881550679354,"NS","NS","NS"
