Ag_peptides	Ag_protein	Mg_protein_id	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
Ag00001aa145084_T001_2	Ag00001aa145084_T001	Misin07G068600.1.v7.1	100	15	0	0	1	15	84	98	0.00000535	38.9
Ag00001aa145084_T001_3	Ag00001aa145084_T001	Misin07G068600.1.v7.1	100	15	0	0	1	15	84	98	0.00000535	38.9
Ag00001aa040372_T001_1	Ag00001aa040372_T001	Misin01G060800.1.v7.1	100	18	0	0	1	18	142	159	0.00000471	39.7
Ag00001aa151135_T001_1	Ag00001aa151135_T001	Misin19G259300.1.v7.1	100	15	0	0	1	15	105	119	0.000622	33.5
Ag00001aa039547_T001_1	Ag00001aa039547_T001	Misin01G002300.1.v7.1	94.7	19	1	0	1	19	102	120	0.00000273	40.4
Ag00001aa031067_T001_3	Ag00001aa031067_T001	Misin07G470800.1.v7.1	100	25	0	0	1	25	64	88	5.82e-13	59.7
Ag00001aa095936_T001_1	Ag00001aa095936_T001	Misin05G000800.1.v7.1	100	16	0	0	1	16	551	566	0.000132	35.4
Ag00001aa077512_T001_1	Ag00001aa077512_T001	MisinT070400.1.v7.1	100	16	0	0	1	16	151	166	0.000873	33.1
Ag00001aa077512_T001_2	Ag00001aa077512_T001	MisinT070400.1.v7.1	100	17	0	0	1	17	215	231	0.0000551	36.6
Ag00001aa084542_T001_3	Ag00001aa084542_T001	MisinT495900.1.v7.1	100	15	0	0	1	15	262	276	0.000821	33.1
Ag00001aa123175_T001_3	Ag00001aa123175_T001	Misin16G070900.1.v7.1	100	17	0	0	1	17	499	515	0.000055	36.6
Ag00001aa116387_T003_2	Ag00001aa116387_T003	Misin19G206700.1.v7.1	100	19	0	0	1	19	375	393	0.000155	35.4
Ag00001aa116387_T003_3	Ag00001aa116387_T003	Misin19G206700.1.v7.1	100	17	0	0	1	17	59	75	0.00000442	39.7
Ag00001aa085080_T002_2	Ag00001aa085080_T002	Misin18G127100.1.v7.1	100	27	0	0	1	27	274	300	2.43e-10	52.4
Ag00001aa100182_T001_2	Ag00001aa100182_T001	Misin08G119400.1.v7.1	100	13	0	0	1	13	181	193	0.000297	34.3
Ag00001aa040830_T002_1	Ag00001aa040830_T002	Misin01G122900.1.v7.1	81.8	22	4	0	1	22	315	336	0.0000149	38.5
Ag00001aa040830_T002_2	Ag00001aa040830_T002	Misin01G122900.1.v7.1	100	15	0	0	1	15	542	556	0.0000672	36.2
Ag00001aa001538_T001_2	Ag00001aa001538_T001	Misin03G110700.1.v7.1	100	19	0	0	1	19	167	185	0.000000638	42
Ag00001aa148976_T001_3	Ag00001aa148976_T001	Misin02G006900.1.v7.1	100	14	0	0	1	14	296	309	0.000119	35.4
Ag00001aa148976_T001_4	Ag00001aa148976_T001	Misin02G006900.1.v7.1	100	18	0	0	1	18	413	430	2.59e-9	48.9
Ag00001aa050259_T001_2	Ag00001aa050259_T001	Misin09G141100.1.v7.1	100	17	0	0	1	17	119	135	0.0000952	35.8
Ag00001aa009489_T001_2	Ag00001aa009489_T001	Misin04G259500.1.v7.1	95.7	23	1	0	1	23	108	130	1.02e-9	49.3
Ag00001aa043843_T001_1	Ag00001aa043843_T001	Misin11G112100.1.v7.1	100	17	0	0	1	17	252	268	0.00000632	39.3
Ag00001aa021441_T001_2	Ag00001aa021441_T001	Misin01G478600.1.v7.1	100	17	0	0	1	17	109	125	0.0000159	38.1
Ag00001aa126088_T001_1	Ag00001aa126088_T001	MisinT054100.1.v7.1	100	18	0	0	1	18	126	143	0.00000487	39.7
Ag00001aa126088_T001_2	Ag00001aa126088_T001	MisinT054100.1.v7.1	100	18	0	0	1	18	126	143	0.00000487	39.7
Ag00001aa100265_T001_2	Ag00001aa100265_T001	Misin07G111400.1.v7.1	100	18	0	0	1	18	206	223	0.00000349	40
Ag00001aa100265_T001_4	Ag00001aa100265_T001	Misin07G111400.1.v7.1	100	16	0	0	1	16	139	154	0.000134	35.4
Ag00001aa030164_T001_1	Ag00001aa030164_T001	Misin07G418700.1.v7.1	94.7	19	1	0	1	19	33	51	0.0000656	36.6
Ag00001aa132370_T001_1	Ag00001aa132370_T001	Misin03G275000.1.v7.1	96.2	26	1	0	1	26	97	122	5.94e-10	51.2
Ag00001aa027448_T001_3	Ag00001aa027448_T001	Misin02G071900.1.v7.1	95.5	22	1	0	1	22	409	430	0.00000587	39.7
Ag00001aa076333_T001_2	Ag00001aa076333_T001	Misin10G024900.1.v7.1	100	14	0	0	1	14	516	529	0.000222	34.7
Ag00001aa019050_T001_3	Ag00001aa019050_T001	Misin01G430400.1.v7.1	100	24	0	0	1	24	494	517	5.32e-10	51.2
Ag00001aa093288_T002_4	Ag00001aa093288_T002	MisinT378900.1.v7.1	100	18	0	0	1	18	139	156	0.0000000235	46.2
Ag00001aa048715_T002_1	Ag00001aa048715_T002	Misin05G184000.1.v7.1	100	22	0	0	1	22	92	113	0.000000255	43.5
Ag00001aa023538_T001_1	Ag00001aa023538_T001	Misin02G266900.1.v7.1	91.3	23	2	0	1	23	289	311	0.000000273	43.5
Ag00001aa140968_T001_1	Ag00001aa140968_T001	Misin05G266500.1.v7.1	100	18	0	0	1	18	130	147	0.000107	35.8
Ag00001aa140968_T001_3	Ag00001aa140968_T001	Misin05G266500.1.v7.1	100	15	0	0	1	15	775	789	0.000594	33.5
Ag00001aa079824_T002_1	Ag00001aa079824_T002	Misin19G019000.1.v7.1	100	16	0	0	1	16	85	100	0.000338	34.3
Ag00001aa003570_T002_1	Ag00001aa003570_T002	Misin03G327400.1.v7.1	100	14	0	0	1	14	130	143	0.000315	34.3
Ag00001aa012564_T001_2	Ag00001aa012564_T001	Misin04G299500.1.v7.1	100	17	0	0	1	17	50	66	0.0000123	37.7
Ag00001aa110469_T001_2	Ag00001aa110469_T001	Misin07G235400.1.v7.1	100	16	0	0	1	16	319	334	0.00000168	40.8
Ag00001aa016497_T001_1	Ag00001aa016497_T001	Misin05G300700.1.v7.1	100	13	0	0	1	13	62	74	0.000279	33.5
Ag00001aa016257_T001_2	Ag00001aa016257_T001	Misin05G323200.1.v7.1	100	15	0	0	1	15	329	343	0.0000264	37.4
Ag00001aa030195_T001_1	Ag00001aa030195_T001	Misin08G217000.1.v7.1	100	16	0	0	1	16	109	124	0.0000125	38.1
Ag00001aa106018_T001_1	Ag00001aa106018_T001	Misin07G285900.1.v7.1	100	17	0	0	1	17	310	326	0.000141	35.4
Ag00001aa106018_T001_2	Ag00001aa106018_T001	Misin07G285900.1.v7.1	100	21	0	0	1	21	377	397	4.16e-9	48.5
Ag00001aa005135_T002_2	Ag00001aa005135_T002	Misin11G039300.1.v7.1	100	15	0	0	1	15	152	166	0.0000366	37
Ag00001aa005135_T002_4	Ag00001aa005135_T002	Misin12G051300.1.v7.1	100	21	0	0	1	21	90	110	0.0000000042	48.5
Ag00001aa064825_T001_1	Ag00001aa064825_T001	Misin17G209000.1.v7.1	90	20	2	0	1	20	453	472	0.0000347	37.4
Ag00001aa015444_T001_1	Ag00001aa015444_T001	Misin05G395300.1.v7.1	100	15	0	0	1	15	269	283	0.000175	35
Ag00001aa015444_T001_2	Ag00001aa015444_T001	Misin05G395300.1.v7.1	100	16	0	0	1	16	5	20	0.00000434	39.7
Ag00001aa075796_T002_1	Ag00001aa075796_T002	Misin09G083700.1.v7.1	96	25	1	0	1	25	164	188	4.56e-11	54.3
Ag00001aa014947_T001_1	Ag00001aa014947_T001	Misin09G138900.1.v7.1	100	15	0	0	1	15	99	113	0.0000647	36.2
Ag00001aa008862_T001_2	Ag00001aa008862_T001	Misin01G337900.1.v7.1	100	29	0	0	1	29	177	205	1.87e-13	60.8
Ag00001aa033160_T001_1	Ag00001aa033160_T001	Misin06G254700.1.v7.1	95.5	22	1	0	1	22	558	579	0.000000015	47
Ag00001aa089436_T002_2	Ag00001aa089436_T002	Misin07G032200.1.v7.1	100	18	0	0	1	18	206	223	0.000152	35.4
Ag00001aa089436_T002_3	Ag00001aa089436_T002	Misin08G031400.1.v7.1	100	20	0	0	1	20	84	103	0.00000392	40
Ag00001aa041563_T001_1	Ag00001aa041563_T001	Misin02G182500.1.v7.1	100	29	0	0	1	29	189	217	3.66e-14	63.2
Ag00001aa041563_T001_2	Ag00001aa041563_T001	MisinT020600.1.v7.1	100	20	0	0	1	20	27	46	9.58e-11	51.6
Ag00001aa156261_T001_1	Ag00001aa156261_T001	Misin17G126300.1.v7.1	100	21	0	0	1	21	151	171	0.00000905	38.9
Ag00001aa016688_T001_1	Ag00001aa016688_T001	Misin05G279800.1.v7.1	100	15	0	0	1	15	63	77	0.000374	33.9
Ag00001aa016688_T001_2	Ag00001aa016688_T001	Misin06G271000.1.v7.1	95.8	24	1	0	1	24	114	137	1.36e-11	53.9
Ag00001aa030294_T001_1	Ag00001aa030294_T001	Misin08G225900.1.v7.1	100	21	0	0	1	21	218	238	9.97e-9	47.4
Ag00001aa030294_T001_2	Ag00001aa030294_T001	Misin07G431300.1.v7.1	100	20	0	0	1	20	172	191	0.000000018	46.6
Ag00001aa033338_T001_1	Ag00001aa033338_T001	Misin16G260700.1.v7.1	93.3	15	1	0	1	15	141	155	0.000606	33.5
Ag00001aa019224_T002_3	Ag00001aa019224_T002	Misin01G413900.1.v7.1	100	18	0	0	1	18	199	216	0.00000021	43.5
Ag00001aa140506_T001_1	Ag00001aa140506_T001	Misin04G181700.1.v7.1	100	16	0	0	1	16	131	146	0.000182	35
Ag00001aa140506_T001_2	Ag00001aa140506_T001	Misin04G181700.1.v7.1	100	16	0	0	1	16	131	146	0.000182	35
Ag00001aa140506_T001_3	Ag00001aa140506_T001	Misin04G181700.1.v7.1	100	14	0	0	1	14	260	273	0.000779	33.1
Ag00001aa086098_T001_1	Ag00001aa086098_T001	Misin18G102500.1.v7.1	100	20	0	0	1	20	688	707	8.16e-10	50.4
Ag00001aa086098_T001_2	Ag00001aa086098_T001	Misin18G102500.1.v7.1	100	13	0	0	1	13	503	515	0.0000436	36.6
Ag00001aa035695_T001_1	Ag00001aa035695_T001	Misin07G306200.1.v7.1	100	23	0	0	1	23	7	29	4.63e-9	48.5
Ag00001aa022298_T001_2	Ag00001aa022298_T001	Misin01G003900.1.v7.1	100	23	0	0	1	23	110	132	1.04e-9	49.3
Ag00001aa077935_T002_2	Ag00001aa077935_T002	Misin05G145300.1.v7.1	100	14	0	0	1	14	129	142	0.00057	33.5
Ag00001aa077935_T002_4	Ag00001aa077935_T002	Misin05G145300.1.v7.1	100	18	0	0	1	18	175	192	0.000000017	46.6
Ag00001aa048771_T001_2	Ag00001aa048771_T001	Misin05G179100.1.v7.1	100	15	0	0	1	15	261	275	0.000236	34.7
Ag00001aa048771_T001_3	Ag00001aa048771_T001	Misin07G254900.1.v7.1	100	20	0	0	1	20	319	338	0.000000066	45.1
Ag00001aa033400_T001_2	Ag00001aa033400_T001	Misin06G249900.1.v7.1	100	19	0	0	1	19	133	151	0.000118	35.8
Ag00001aa080744_T001_3	Ag00001aa080744_T001	Misin07G483000.1.v7.1	100	18	0	0	1	18	112	129	0.0000171	38.1
Ag00001aa070800_T002_1	Ag00001aa070800_T002	Misin02G102000.1.v7.1	100	19	0	0	1	19	94	112	0.0000177	38.1
Ag00001aa065131_T001_1	Ag00001aa065131_T001	Misin17G242400.1.v7.1	100	16	0	0	1	16	32	47	0.00000499	39.3
Ag00001aa092583_T001_1	Ag00001aa092583_T001	Misin07G167900.1.v7.1	100	16	0	0	1	16	153	168	0.000906	33.1
Ag00001aa092583_T001_2	Ag00001aa092583_T001	Misin07G167900.1.v7.1	100	16	0	0	1	16	153	168	0.000906	33.1
Ag00001aa016730_T001_3	Ag00001aa016730_T001	Misin05G263200.1.v7.1	100	15	0	0	1	15	116	130	0.000833	33.1
Ag00001aa059909_T001_2	Ag00001aa059909_T001	Misin07G405600.1.v7.1	100	12	0	0	1	12	22	33	0.000201	34.7
Ag00001aa059909_T001_3	Ag00001aa059909_T001	Misin07G405600.1.v7.1	100	17	0	0	1	17	353	369	0.0000757	36.2
Ag00001aa080459_T002_1	Ag00001aa080459_T002	Misin19G077500.1.v7.1	100	23	0	0	1	23	134	156	3.04e-9	48.5
Ag00001aa080459_T002_3	Ag00001aa080459_T002	Misin19G077500.1.v7.1	100	12	0	0	1	12	180	191	0.000527	33.5
Ag00001aa154908_T001_1	Ag00001aa154908_T001	Misin18G029400.1.v7.1	77.8	27	6	0	1	27	212	238	0.0000000482	45.8
Ag00001aa081202_T001_1	Ag00001aa081202_T001	Misin14G150800.1.v7.1	85	20	3	0	1	20	142	161	0.000000439	42.7
Ag00001aa030002_T001_1	Ag00001aa030002_T001	Misin08G195600.1.v7.1	100	20	0	0	1	20	235	254	0.000000436	42.7
Ag00001aa030002_T001_2	Ag00001aa030002_T001	Misin08G195600.1.v7.1	100	14	0	0	1	14	324	337	0.000166	35
Ag00001aa030002_T001_3	Ag00001aa030002_T001	Misin08G195600.1.v7.1	100	15	0	0	1	15	74	88	0.000612	33.5
Ag00001aa027609_T001_2	Ag00001aa027609_T001	Misin01G099300.1.v7.1	92.9	14	1	0	4	17	91	104	0.000887	33.1
Ag00001aa038955_T001_1	Ag00001aa038955_T001	Misin06G364300.1.v7.1	100	17	0	0	1	17	40	56	0.00000148	40.8
Ag00001aa038955_T001_3	Ag00001aa038955_T001	Misin06G364300.1.v7.1	100	17	0	0	1	17	117	133	0.0000997	35.8
Ag00001aa120742_T001_2	Ag00001aa120742_T001	Misin01G213900.1.v7.1	100	21	0	0	1	21	35	55	0.00000292	40.4
Ag00001aa142364_T001_2	Ag00001aa142364_T001	Misin04G126800.1.v7.1	100	24	0	0	1	24	127	150	3.56e-9	48.9
Ag00001aa045267_T001_2	Ag00001aa045267_T001	Misin10G046800.1.v7.1	95.2	21	1	0	1	21	180	200	7.94e-10	50.1
Ag00001aa009454_T001_1	Ag00001aa009454_T001	Misin02G386100.1.v7.1	100	14	0	0	1	14	79	92	0.000595	33.5
Ag00001aa009454_T001_2	Ag00001aa009454_T001	Misin01G393900.1.v7.1	100	18	0	0	1	18	188	205	0.0000426	37
Ag00001aa083925_T001_1	Ag00001aa083925_T001	Misin01G172700.1.v7.1	94.1	17	1	0	1	17	5	21	0.000000153	42.7
Ag00001aa083794_T001_1	Ag00001aa083794_T001	Misin05G256900.1.v7.1	100	22	0	0	1	22	69	90	0.0000000733	45.1
Ag00001aa106498_T003_1	Ag00001aa106498_T003	Misin17G003600.1.v7.1	100	17	0	0	1	17	342	358	0.000259	34.7
Ag00001aa106498_T003_2	Ag00001aa106498_T003	Misin17G003600.1.v7.1	100	19	0	0	1	19	743	761	0.00000192	40.8
Ag00001aa094111_T001_1	Ag00001aa094111_T001	Misin13G053900.1.v7.1	93.3	15	1	0	1	15	38	52	0.000838	33.1
Ag00001aa029954_T002_1	Ag00001aa029954_T002	Misin08G191900.1.v7.1	100	17	0	0	1	17	125	141	0.000311	34.3
Ag00001aa073441_T001_1	Ag00001aa073441_T001	Misin18G010000.1.v7.1	100	15	0	0	1	15	37	51	0.0000373	37
Ag00001aa073441_T001_2	Ag00001aa073441_T001	Misin18G010000.1.v7.1	100	15	0	0	1	15	37	51	0.0000373	37
Ag00001aa097048_T001_1	Ag00001aa097048_T001	Misin14G150800.1.v7.1	90.9	22	2	0	1	22	24	45	1.39e-10	52.8
Ag00001aa066669_T002_2	Ag00001aa066669_T002	Misin03G117300.1.v7.1	100	17	0	0	1	17	189	205	0.0000301	37.4
Ag00001aa065846_T001_2	Ag00001aa065846_T001	Misin03G004400.1.v7.1	85	20	3	0	1	20	122	141	0.000123	35.8
Ag00001aa064396_T003_1	Ag00001aa064396_T003	Misin16G165300.1.v7.1	100	20	0	0	1	20	49	68	0.000000328	42.7
Ag00001aa116787_T001_4	Ag00001aa116787_T001	Misin06G316100.1.v7.1	100	16	0	0	1	16	362	377	0.0000717	36.2
Ag00001aa092045_T001_2	Ag00001aa092045_T001	Misin07G149700.1.v7.1	100	14	0	0	1	14	147	160	0.000317	34.3
Ag00001aa092045_T001_3	Ag00001aa092045_T001	Misin07G149700.1.v7.1	100	25	0	0	1	25	147	171	3.85e-11	53.9
Ag00001aa069025_T001_4	Ag00001aa069025_T001	Misin17G163700.1.v7.1	100	20	0	0	1	20	314	333	0.00000202	40.8
Ag00001aa016133_T001_2	Ag00001aa016133_T001	Misin06G322600.1.v7.1	100	15	0	0	1	15	172	186	0.000128	35.4
Ag00001aa026759_T001_2	Ag00001aa026759_T001	Misin01G023800.1.v7.1	100	22	0	0	1	22	149	170	0.0000000195	46.6
Ag00001aa031487_T001_1	Ag00001aa031487_T001	Misin07G330300.1.v7.1	92.9	28	2	0	1	28	81	108	1.19e-9	48.5
Ag00001aa104572_T002_3	Ag00001aa104572_T002	Misin06G078100.1.v7.1	100	30	0	0	1	30	82	111	2.21e-14	63.5
Ag00001aa063927_T001_2	Ag00001aa063927_T001	Misin17G121900.1.v7.1	100	19	0	0	1	19	493	511	0.00000195	40.8
Ag00001aa063927_T001_3	Ag00001aa063927_T001	Misin17G121900.1.v7.1	100	15	0	0	1	15	98	112	0.000235	34.7
Ag00001aa122345_T001_1	Ag00001aa122345_T001	Misin15G123000.1.v7.1	92.9	14	1	0	1	14	81	94	0.000123	35.4
Ag00001aa122345_T001_2	Ag00001aa122345_T001	Misin15G123000.1.v7.1	93.3	15	1	0	1	15	171	185	0.0000364	37
Ag00001aa043624_T001_1	Ag00001aa043624_T001	Misin12G142200.1.v7.1	100	15	0	0	1	15	1406	1420	0.000806	33.1
Ag00001aa043624_T001_4	Ag00001aa043624_T001	Misin12G142200.1.v7.1	100	18	0	0	1	18	105	122	0.000956	33.1
Ag00001aa114453_T001_1	Ag00001aa114453_T001	Misin07G120800.1.v7.1	94.7	19	1	0	1	19	442	460	0.0000613	36.6
Ag00001aa045644_T001_3	Ag00001aa045644_T001	MisinT350600.1.v7.1	100	21	0	0	1	21	119	139	0.0000000263	46.2
Ag00001aa025240_T001_1	Ag00001aa025240_T001	Misin04G266600.1.v7.1	84.2	38	2	2	1	35	94	130	7.84e-9	48.5
Ag00001aa025240_T001_3	Ag00001aa025240_T001	Misin04G266600.1.v7.1	90	20	2	0	1	20	178	197	0.00017	35.4
Ag00001aa028489_T001_1	Ag00001aa028489_T001	Misin01G175800.1.v7.1	100	16	0	0	1	16	54	69	0.000199	34.7
Ag00001aa028489_T001_2	Ag00001aa028489_T001	Misin01G175800.1.v7.1	100	24	0	0	1	24	30	53	2.3e-12	55.8
Ag00001aa002297_T001_1	Ag00001aa002297_T001	Misin03G182400.1.v7.1	100	12	0	0	1	12	218	229	0.000524	33.5
Ag00001aa016327_T003_2	Ag00001aa016327_T003	Misin05G312500.1.v7.1	100	19	0	0	1	19	43	61	0.00000141	41.2
Ag00001aa016327_T003_3	Ag00001aa016327_T003	Misin05G312500.1.v7.1	100	17	0	0	1	17	523	539	0.0000155	38.1
Ag00001aa007075_T001_1	Ag00001aa007075_T001	Misin12G199800.1.v7.1	100	17	0	0	1	17	545	561	0.000000263	43.1
Ag00001aa005129_T002_1	Ag00001aa005129_T002	Misin12G050000.1.v7.1	100	16	0	0	1	16	53	68	0.000864	32.7
Ag00001aa099500_T005_1	Ag00001aa099500_T005	MisinT444400.1.v7.1	100	23	0	0	1	23	205	227	4.57e-9	48.5
Ag00001aa009238_T001_1	Ag00001aa009238_T001	Misin02G365000.1.v7.1	100	15	0	0	1	15	24	38	0.000604	33.5
Ag00001aa084390_T002_3	Ag00001aa084390_T002	Misin10G188700.1.v7.1	100	18	0	0	1	18	195	212	0.00000354	40
Ag00001aa092808_T001_1	Ag00001aa092808_T001	Misin07G185600.1.v7.1	100	19	0	0	1	19	211	229	0.000000119	44.3
Ag00001aa106617_T002_1	Ag00001aa106617_T002	Misin16G006700.1.v7.1	100	14	0	0	1	14	15	28	0.000375	33.9
Ag00001aa106617_T002_2	Ag00001aa106617_T002	Misin16G006700.1.v7.1	100	14	0	0	1	14	15	28	0.000375	33.9
Ag00001aa140070_T001_3	Ag00001aa140070_T001	MisinT354700.1.v7.1	93.8	16	1	0	1	16	26	41	0.000354	34.3
Ag00001aa093439_T001_1	Ag00001aa093439_T001	Misin07G191300.1.v7.1	76.2	21	5	0	1	21	183	203	0.00018	35.4
Ag00001aa026896_T001_1	Ag00001aa026896_T001	Misin01G036300.1.v7.1	100	18	0	0	1	18	320	337	0.000000996	41.6
Ag00001aa067063_T001_3	Ag00001aa067063_T001	Misin03G091900.1.v7.1	100	18	0	0	1	18	70	87	0.00000052	42.4
Ag00001aa078503_T001_1	Ag00001aa078503_T001	Misin06G094400.1.v7.1	93.3	15	1	0	1	15	142	156	0.000628	33.5
Ag00001aa010183_T001_1	Ag00001aa010183_T001	Misin02G454400.1.v7.1	100	17	0	0	1	17	196	212	0.000493	33.9
Ag00001aa010183_T001_2	Ag00001aa010183_T001	Misin02G454400.1.v7.1	100	19	0	0	1	19	473	491	0.00000104	41.6
Ag00001aa030945_T004_3	Ag00001aa030945_T004	Misin07G483000.1.v7.1	100	18	0	0	1	18	112	129	0.0000171	38.1
Ag00001aa047973_T001_1	Ag00001aa047973_T001	Misin05G258600.1.v7.1	100	20	0	0	1	20	470	489	0.0000000258	46.2
Ag00001aa122208_T001_3	Ag00001aa122208_T001	Misin14G129900.1.v7.1	94.4	18	1	0	1	18	322	339	0.0000582	36.6
Ag00001aa048304_T001_2	Ag00001aa048304_T001	Misin05G230700.1.v7.1	94.7	19	1	0	1	19	68	86	0.000259	33.9
Ag00001aa054371_T001_1	Ag00001aa054371_T001	Misin12G246300.1.v7.1	100	23	0	0	1	23	310	332	1.32e-9	50.1
Ag00001aa054371_T001_2	Ag00001aa054371_T001	Misin11G232400.1.v7.1	100	17	0	0	1	17	195	211	0.000104	35.8
Ag00001aa156503_T001_3	Ag00001aa156503_T001	Misin05G178200.1.v7.1	100	17	0	0	1	17	22	38	0.00000601	39.3
Ag00001aa071011_T001_1	Ag00001aa071011_T001	Misin02G084400.1.v7.1	93.8	16	1	0	1	16	85	100	0.0000382	37
Ag00001aa071011_T001_2	Ag00001aa071011_T001	Misin02G084400.1.v7.1	100	16	0	0	1	16	205	220	0.000134	35.4
Ag00001aa155985_T001_2	Ag00001aa155985_T001	Misin07G332000.1.v7.1	100	15	0	0	1	15	114	128	0.0000933	35.8
Ag00001aa035701_T001_1	Ag00001aa035701_T001	Misin13G111200.1.v7.1	100	13	0	0	1	13	85	97	0.000922	32.3
Ag00001aa035701_T001_2	Ag00001aa035701_T001	Misin13G111200.1.v7.1	100	13	0	0	1	13	85	97	0.000922	32.3
Ag00001aa032565_T001_1	Ag00001aa032565_T001	Misin06G392900.1.v7.1	100	17	0	0	1	17	268	284	0.000499	33.9
Ag00001aa032565_T001_2	Ag00001aa032565_T001	Misin04G017700.1.v7.1	100	17	0	0	1	17	354	370	0.0000746	36.2
Ag00001aa032565_T001_3	Ag00001aa032565_T001	Misin05G387900.1.v7.1	94.1	17	1	0	1	17	33	49	0.0000762	36.2
Ag00001aa076213_T001_3	Ag00001aa076213_T001	Misin09G032500.1.v7.1	100	20	0	0	1	20	210	229	0.000432	34.3
Ag00001aa094840_T002_1	Ag00001aa094840_T002	Misin06G098400.1.v7.1	88.2	17	2	0	1	17	162	178	0.000942	33.1
Ag00001aa094840_T002_3	Ag00001aa094840_T002	Misin05G115900.1.v7.1	100	14	0	0	1	14	59	72	0.000134	35
Ag00001aa129302_T001_1	Ag00001aa129302_T001	Misin14G027400.1.v7.1	100	18	0	0	1	18	206	223	0.00000894	38.9
Ag00001aa152046_T001_2	Ag00001aa152046_T001	Misin02G051900.1.v7.1	100	13	0	0	1	13	73	85	0.0000226	37.4
Ag00001aa091749_T001_2	Ag00001aa091749_T001	Misin19G224000.1.v7.1	100	14	0	0	1	14	243	256	0.000165	35
Ag00001aa091749_T001_3	Ag00001aa091749_T001	Misin19G224000.1.v7.1	100	11	0	0	1	11	257	267	0.000356	33.9
Ag00001aa122693_T002_1	Ag00001aa122693_T002	Misin16G004000.1.v7.1	100	16	0	0	1	16	124	139	0.000188	35
Ag00001aa122693_T002_2	Ag00001aa122693_T002	Misin16G004000.1.v7.1	100	16	0	0	1	16	124	139	0.000188	35
Ag00001aa007007_T001_2	Ag00001aa007007_T001	Misin12G204400.1.v7.1	100	19	0	0	1	19	152	170	0.0000000123	47
Ag00001aa045453_T001_2	Ag00001aa045453_T001	Misin09G029200.1.v7.1	97	33	1	0	1	33	71	103	1.33e-16	69.7
Ag00001aa044902_T001_2	Ag00001aa044902_T001	Misin09G090300.1.v7.1	95	20	1	0	1	20	177	196	0.00000527	39.7
Ag00001aa010858_T002_1	Ag00001aa010858_T002	Misin01G280700.1.v7.1	100	16	0	0	1	16	93	108	0.0000286	37.4
Ag00001aa023636_T001_1	Ag00001aa023636_T001	Misin01G264300.1.v7.1	95	20	1	0	1	20	231	250	0.0000000512	45.4
Ag00001aa084587_T001_1	Ag00001aa084587_T001	Misin10G140700.1.v7.1	100	16	0	0	1	16	89	104	0.0000515	36.6
Ag00001aa122635_T001_1	Ag00001aa122635_T001	Misin16G010400.1.v7.1	95.8	24	1	0	1	24	253	276	4.87e-9	48.5
Ag00001aa095412_T002_1	Ag00001aa095412_T002	Misin05G053600.1.v7.1	100	14	0	0	1	14	25	38	0.000736	33.1
Ag00001aa145017_T002_2	Ag00001aa145017_T002	Misin07G061700.1.v7.1	100	23	0	0	1	23	131	153	1.18e-9	50.1
Ag00001aa010691_T002_1	Ag00001aa010691_T002	Misin02G485600.1.v7.1	100	16	0	0	1	16	77	92	0.000484	33.9
Ag00001aa022714_T001_1	Ag00001aa022714_T001	Misin02G338100.1.v7.1	100	20	0	0	1	20	193	212	0.000000428	42.7
Ag00001aa147948_T001_3	Ag00001aa147948_T001	Misin03G332900.1.v7.1	94.1	17	1	0	1	17	126	142	0.000681	33.5
Ag00001aa026979_T002_2	Ag00001aa026979_T002	Misin01G076300.1.v7.1	100	16	0	0	1	16	73	88	0.00000792	38.5
Ag00001aa151368_T001_1	Ag00001aa151368_T001	Misin19G244500.1.v7.1	100	19	0	0	1	19	91	109	0.000000908	41.6
Ag00001aa151368_T001_2	Ag00001aa151368_T001	Misin19G244400.1.v7.1	100	22	0	0	2	23	274	295	0.0000000162	47
Ag00001aa097840_T001_1	Ag00001aa097840_T001	Misin06G271800.1.v7.1	100	17	0	0	1	17	221	237	0.0000063	39.3
Ag00001aa002401_T001_3	Ag00001aa002401_T001	Misin03G201000.1.v7.1	100	17	0	0	1	17	396	412	0.0000291	37.4
Ag00001aa073060_T001_1	Ag00001aa073060_T001	Misin18G046500.1.v7.1	100	22	0	0	1	22	103	124	0.0000000155	47
Ag00001aa146564_T001_2	Ag00001aa146564_T001	Misin12G014400.1.v7.1	100	16	0	0	1	16	63	78	0.000252	34.7
Ag00001aa073319_T001_1	Ag00001aa073319_T001	Misin18G026400.1.v7.1	100	15	0	0	1	15	88	102	0.00019	34.7
Ag00001aa006571_T003_1	Ag00001aa006571_T003	Misin11G169300.1.v7.1	100	17	0	0	1	17	160	176	0.000497	33.9
Ag00001aa006571_T003_2	Ag00001aa006571_T003	Misin11G169300.1.v7.1	100	30	0	0	1	30	120	149	1.27e-14	64.7
Ag00001aa092024_T001_1	Ag00001aa092024_T001	Misin07G152000.1.v7.1	100	16	0	0	1	16	179	194	0.00000155	40.8
Ag00001aa001040_T001_2	Ag00001aa001040_T001	MisinT118600.1.v7.1	100	21	0	0	1	21	714	734	1.17e-9	50.1
Ag00001aa107836_T001_1	Ag00001aa107836_T001	Misin19G263500.1.v7.1	91.7	24	2	0	1	24	227	250	4.83e-10	51.2
Ag00001aa016230_T003_3	Ag00001aa016230_T003	Misin05G320000.1.v7.1	100	19	0	0	1	19	87	105	0.0000237	37.7
