Ag_protein,Mg_protein_id,n_peptides,sum_bitscore,median_pident
Ag00001aa105611_T001,Misin13G161200.1.v7.1,3,123.6,100
Ag00001aa105633_T001,Misin07G262000.1.v7.1,1,39.7,100
Ag00001aa105661_T001,Misin07G246800.1.v7.1,7,249.60000000000002,100
Ag00001aa105731_T002,Misin07G252900.1.v7.1,1,49.3,100
Ag00001aa105747_T001,Misin07G251200.1.v7.1,2,96.2,100
Ag00001aa105748_T001,Misin13G158500.1.v7.1,1,33.1,92.9
Ag00001aa105755_T001,MisinT230900.1.v7.1,1,33.5,100
Ag00001aa105766_T001,Misin07G039700.1.v7.1,1,55.5,100
Ag00001aa105769_T002,Misin07G248200.1.v7.1,2,77.8,89.5
Ag00001aa105821_T001,Misin07G269200.1.v7.1,11,505.4,100
Ag00001aa105878_T001,Misin07G271100.1.v7.1,1,43.5,100
Ag00001aa106018_T001,Misin07G285900.1.v7.1,2,83.9,100
Ag00001aa106134_T001,Misin07G299800.1.v7.1,7,343.70000000000005,100
Ag00001aa106210_T001,Misin13G106900.1.v7.1,1,35.8,93.8
Ag00001aa106223_T001,Misin07G309900.1.v7.1,10,449.79999999999995,100
Ag00001aa106225_T001,Misin13G105300.1.v7.1,2,67,100
Ag00001aa106281_T001,Misin13G096400.1.v7.1,1,42,100
Ag00001aa106413_T002,Misin07G327300.1.v7.1,1,47,91.3
Ag00001aa106444_T001,Misin13G081800.1.v7.1,2,97.8,87.1
Ag00001aa106450_T001,Misin07G332200.1.v7.1,4,231,96.4
Ag00001aa106460_T001,Misin07G156500.1.v7.1,2,76.6,100
Ag00001aa106498_T003,Misin17G003600.1.v7.1,2,75.5,100
Ag00001aa106504_T001,Misin17G003900.1.v7.1,1,36.6,100
Ag00001aa106506_T001,Misin17G004000.1.v7.1,1,46.6,100
Ag00001aa106507_T001,Misin11G010000.1.v7.1,1,35,100
Ag00001aa106557_T001,Misin16G010500.1.v7.1,4,158.70000000000002,100
Ag00001aa106563_T001,Misin17G011900.1.v7.1,1,50.4,91.7
Ag00001aa106568_T001,Misin17G015000.1.v7.1,2,92.4,95.2
Ag00001aa106588_T001,Misin17G020500.1.v7.1,2,78.6,100
Ag00001aa106617_T002,Misin16G006700.1.v7.1,2,67.8,100
Ag00001aa106668_T001,Misin17G017100.1.v7.1,4,159,100
Ag00001aa106669_T001,Misin16G013800.1.v7.1,8,407.59999999999997,100
Ag00001aa106703_T001,Misin16G016000.1.v7.1,1,48.5,100
Ag00001aa106718_T001,Misin16G017400.1.v7.1,1,33.1,100
Ag00001aa106756_T001,Misin16G024600.1.v7.1,1,37,100
Ag00001aa106808_T005,Misin16G041700.1.v7.1,3,123.7,100
Ag00001aa106819_T002,Misin15G085600.1.v7.1,3,157.8,100
Ag00001aa106823_T001,Misin17G002500.1.v7.1,1,41.6,100
Ag00001aa106844_T003,Misin16G044000.1.v7.1,3,110.1,100
Ag00001aa106868_T001,Misin17G037100.1.v7.1,2,73.1,100
Ag00001aa106882_T001,Misin05G145900.1.v7.1,4,298.8,100
Ag00001aa106883_T001,Misin06G119200.1.v7.1,1,35.4,100
Ag00001aa106896_T001,Misin17G038800.1.v7.1,4,194,96
Ag00001aa106933_T001,Misin16G048200.1.v7.1,1,48.5,91.3
Ag00001aa107009_T001,Misin17G051700.1.v7.1,3,118.2,100
Ag00001aa107024_T001,Misin17G050700.1.v7.1,2,78.5,100
Ag00001aa107048_T001,Misin01G351700.1.v7.1,2,149.4,100
Ag00001aa107080_T001,Misin17G063300.1.v7.1,1,34.7,100
Ag00001aa107081_T001,Misin17G063300.1.v7.1,1,34.7,100
Ag00001aa107101_T002,Misin17G046400.1.v7.1,1,43.1,100
Ag00001aa107127_T001,Misin16G033900.1.v7.1,2,89.4,97.35
Ag00001aa107214_T002,Misin16G059900.1.v7.1,3,122.8,100
Ag00001aa107264_T001,Misin16G077200.1.v7.1,1,36.6,88.2
Ag00001aa107277_T003,Misin16G072200.1.v7.1,5,216,100
Ag00001aa107339_T001,Misin17G073700.1.v7.1,4,206.4,98.5
Ag00001aa107374_T001,Misin08G257500.1.v7.1,1,82.8,100
Ag00001aa107383_T001,Misin16G064900.1.v7.1,8,320.2,100
Ag00001aa107409_T003,Misin16G080600.1.v7.1,1,43.9,100
Ag00001aa107412_T002,Misin16G080200.1.v7.1,1,43.1,100
Ag00001aa107417_T001,Misin16G077800.1.v7.1,1,33.9,92.9
Ag00001aa107437_T001,Misin16G078700.1.v7.1,1,60.1,100
Ag00001aa107464_T001,Misin16G079100.1.v7.1,2,126.4,96.6
Ag00001aa107501_T002,Misin16G103700.1.v7.1,5,211.5,100
Ag00001aa107512_T001,Misin16G019000.1.v7.1,1,42,100
Ag00001aa107534_T001,Misin17G097700.1.v7.1,2,82.4,100
Ag00001aa107541_T001,Misin18G046500.1.v7.1,2,78.6,93.3
Ag00001aa107614_T001,Misin16G093000.1.v7.1,6,248.3,100
Ag00001aa107617_T001,Misin17G096100.1.v7.1,2,78.9,100
Ag00001aa107686_T001,Misin18G283200.1.v7.1,4,186,100
Ag00001aa107699_T004,Misin19G276400.1.v7.1,1,33.9,100
Ag00001aa107746_T001,Misin18G276900.1.v7.1,8,323.1,100
Ag00001aa107761_T003,Misin18G276000.1.v7.1,6,273.5,100
Ag00001aa107827_T001,Misin18G268000.1.v7.1,6,246.5,100
Ag00001aa107836_T001,Misin19G263500.1.v7.1,1,51.2,91.7
Ag00001aa107870_T003,Misin07G186600.1.v7.1,13,724.6000000000001,100
Ag00001aa107918_T002,Misin18G258100.1.v7.1,5,206.79999999999998,100
Ag00001aa107982_T001,Misin19G238500.1.v7.1,3,128.60000000000002,100
Ag00001aa107984_T001,Misin18G251900.1.v7.1,8,321.79999999999995,100
Ag00001aa108048_T001,Misin18G247800.1.v7.1,1,42.4,100
Ag00001aa108135_T001,Misin09G009200.1.v7.1,4,167.5,100
Ag00001aa108188_T003,Misin19G266800.1.v7.1,1,64.3,100
Ag00001aa108204_T002,Misin18G233500.1.v7.1,2,68.6,100
Ag00001aa108211_T001,Misin19G269600.1.v7.1,1,33.5,100
Ag00001aa108291_T001,Misin08G052900.1.v7.1,6,262.8,100
Ag00001aa108322_T002,Misin13G080200.1.v7.1,1,46.2,100
Ag00001aa108337_T002,Misin18G218500.1.v7.1,1,37.7,100
Ag00001aa108338_T001,Misin19G219800.1.v7.1,3,182.9,100
Ag00001aa108417_T001,Misin18G211000.1.v7.1,1,42.4,69.2
Ag00001aa108510_T001,Misin16G060100.1.v7.1,1,52.4,100
Ag00001aa108511_T001,Misin18G206300.1.v7.1,1,39.7,100
Ag00001aa108583_T002,Misin18G197900.1.v7.1,3,141.2,100
Ag00001aa108590_T001,MisinT385100.1.v7.1,5,195.3,95
Ag00001aa108604_T004,Misin18G194400.1.v7.1,2,83.19999999999999,100
Ag00001aa108620_T002,Misin19G186200.1.v7.1,1,34.7,100
Ag00001aa108741_T001,MisinT508200.1.v7.1,4,162.6,100
Ag00001aa108774_T001,Misin18G174500.1.v7.1,1,33.5,100
Ag00001aa108817_T001,Misin07G093000.1.v7.1,2,93.2,100
Ag00001aa108833_T002,Misin07G094500.1.v7.1,7,272.7,93.8
Ag00001aa108841_T001,Misin07G094900.1.v7.1,12,473.79999999999995,100
Ag00001aa108923_T001,Misin19G155300.1.v7.1,4,174,91.9
Ag00001aa108942_T001,Misin18G158400.1.v7.1,2,114.8,100
Ag00001aa109097_T001,Misin07G147800.1.v7.1,1,51.6,91.7
Ag00001aa109113_T001,Misin07G146400.1.v7.1,3,114.10000000000001,100
Ag00001aa109193_T001,Misin07G140800.1.v7.1,2,67.8,100
Ag00001aa109322_T001,Misin07G132100.1.v7.1,2,70.1,100
Ag00001aa109487_T002,Misin07G162200.1.v7.1,2,91.6,100
Ag00001aa109567_T001,Misin07G165100.1.v7.1,2,92.4,95.45
Ag00001aa109584_T001,Misin07G166500.1.v7.1,11,444.1,94.7
Ag00001aa109805_T002,MisinT036500.1.v7.1,3,110.2,100
Ag00001aa109920_T001,Misin07G188600.1.v7.1,1,33.9,100
Ag00001aa110095_T001,Misin07G208000.1.v7.1,1,46.2,100
Ag00001aa110224_T001,Misin07G199500.1.v7.1,1,46.6,87.5
Ag00001aa110246_T001,Misin13G198400.1.v7.1,3,122.1,100
Ag00001aa110313_T001,Misin13G192200.1.v7.1,4,198.3,100
Ag00001aa110319_T001,Misin13G191800.1.v7.1,2,95.5,95.19999999999999
Ag00001aa110469_T001,Misin07G235400.1.v7.1,1,40.8,100
Ag00001aa110598_T001,Misin07G245100.1.v7.1,2,74,97.05
Ag00001aa110635_T001,Misin07G263400.1.v7.1,6,292.1,100
Ag00001aa110661_T002,Misin13G167300.1.v7.1,1,38.5,100
Ag00001aa110662_T001,Misin13G167500.1.v7.1,2,102.1,98.45
Ag00001aa110763_T002,MisinT218400.1.v7.1,1,51.2,100
Ag00001aa111092_T001,Misin13G129200.1.v7.1,5,201,100
Ag00001aa111106_T002,Misin07G289700.1.v7.1,4,189.39999999999998,100
Ag00001aa111126_T001,Misin07G290900.1.v7.1,2,91.2,100
Ag00001aa111333_T002,Misin18G097000.1.v7.1,2,65.4,100
Ag00001aa111393_T001,Misin07G314800.1.v7.1,9,397,100
Ag00001aa111531_T001,Misin05G170200.1.v7.1,1,40.8,100
Ag00001aa111539_T001,Misin16G251500.1.v7.1,2,85.9,100
Ag00001aa111547_T001,Misin16G252300.1.v7.1,1,34.3,100
Ag00001aa111548_T001,Misin16G252400.1.v7.1,2,79.30000000000001,94.65
Ag00001aa111552_T001,Misin17G264500.1.v7.1,1,53.1,95.8
Ag00001aa111599_T001,Misin16G259900.1.v7.1,2,70.1,97.2
Ag00001aa111607_T001,Misin17G258000.1.v7.1,1,55.1,96.2
Ag00001aa111679_T001,Misin16G242900.1.v7.1,5,250.39999999999998,96.2
Ag00001aa111680_T001,Misin16G242800.1.v7.1,3,126.3,100
Ag00001aa111778_T001,Misin16G226900.1.v7.1,3,154,100
Ag00001aa111828_T001,Misin17G234600.1.v7.1,1,44.7,100
Ag00001aa111862_T002,Misin16G236600.1.v7.1,3,166.3,100
Ag00001aa111933_T001,Misin17G219700.1.v7.1,3,116.69999999999999,85.7
Ag00001aa111951_T001,Misin16G216600.1.v7.1,2,91.7,97.5
Ag00001aa111964_T003,Misin17G216800.1.v7.1,1,42,100
Ag00001aa111974_T001,Misin16G214000.1.v7.1,3,125.2,100
Ag00001aa112012_T001,Misin17G213200.1.v7.1,1,33.9,100
Ag00001aa112021_T001,Misin16G210600.1.v7.1,1,36.6,100
Ag00001aa112064_T002,Misin16G205700.1.v7.1,6,227.6,100
Ag00001aa112210_T001,Misin16G194300.1.v7.1,3,113.10000000000001,100
Ag00001aa112216_T001,Misin17G195400.1.v7.1,2,66.2,100
Ag00001aa112288_T001,Misin16G185700.1.v7.1,1,37.7,100
Ag00001aa112311_T001,Misin16G183600.1.v7.1,6,248.7,100
Ag00001aa112523_T002,Misin17G164700.1.v7.1,1,42.4,90.9
Ag00001aa112528_T001,Misin16G161900.1.v7.1,2,92,97.6
Ag00001aa112819_T001,Misin16G133000.1.v7.1,2,87.80000000000001,100
Ag00001aa112906_T001,Misin16G115900.1.v7.1,1,38.9,100
Ag00001aa113104_T003,Misin18G155700.1.v7.1,4,214.2,97.35
Ag00001aa113331_T001,MisinT508200.1.v7.1,3,123.3,100
Ag00001aa113340_T001,Misin19G174000.1.v7.1,1,33.1,100
Ag00001aa113437_T003,Misin18G191500.1.v7.1,1,35,100
Ag00001aa113443_T002,Misin19G186200.1.v7.1,1,34.7,100
Ag00001aa113485_T001,MisinT385100.1.v7.1,3,116.7,95
Ag00001aa113493_T001,Misin18G197900.1.v7.1,1,55.8,100
Ag00001aa113583_T001,Misin07G350200.1.v7.1,3,115.2,100
Ag00001aa113585_T001,Misin08G145900.1.v7.1,3,123.89999999999999,100
Ag00001aa113631_T002,Misin19G199000.1.v7.1,1,37.7,100
Ag00001aa113654_T001,Misin18G211000.1.v7.1,1,42.4,69.2
Ag00001aa113694_T004,Misin19G214700.1.v7.1,1,52,100
Ag00001aa113751_T001,Misin07G054300.1.v7.1,5,193.2,100
Ag00001aa113855_T001,Misin19G227600.1.v7.1,1,39.7,100
Ag00001aa113859_T001,Misin18G230100.1.v7.1,1,38.5,100
Ag00001aa113865_T002,Misin18G229600.1.v7.1,1,50.8,100
Ag00001aa113876_T001,Misin18G230500.1.v7.1,1,33.1,100
Ag00001aa113885_T001,Misin18G232500.1.v7.1,1,50.4,91.7
Ag00001aa113972_T001,Misin07G313900.1.v7.1,1,34.7,100
Ag00001aa114201_T003,Misin07G186600.1.v7.1,12,644.1000000000001,100
Ag00001aa114288_T001,Misin18G276000.1.v7.1,6,271.9,100
Ag00001aa114344_T001,Misin18G279800.1.v7.1,1,44.3,100
Ag00001aa114358_T002,Misin19G276900.1.v7.1,2,70.8,96.9
Ag00001aa114453_T001,Misin07G120800.1.v7.1,1,36.6,94.7
Ag00001aa114502_T001,Misin07G116500.1.v7.1,4,159.4,100
Ag00001aa114542_T001,Misin07G114100.1.v7.1,1,47.4,100
Ag00001aa114725_T001,Misin07G097900.1.v7.1,2,89.4,94.45
Ag00001aa114775_T001,Misin07G094500.1.v7.1,6,240.4,100
Ag00001aa114791_T001,Misin15G037700.1.v7.1,1,37,77.3
Ag00001aa114895_T001,Misin08G093300.1.v7.1,2,90.5,94.8
Ag00001aa114946_T001,Misin07G074000.1.v7.1,6,282.7,100
Ag00001aa115058_T001,Misin07G063900.1.v7.1,2,76.6,93.9
Ag00001aa115120_T001,Misin07G057800.1.v7.1,20,875.1000000000001,100
Ag00001aa115154_T001,Misin08G055100.1.v7.1,1,48.9,100
Ag00001aa115155_T001,Misin07G054300.1.v7.1,7,298,100
Ag00001aa115169_T001,Misin08G053500.1.v7.1,1,64.7,93.3
Ag00001aa115329_T002,Misin07G040200.1.v7.1,5,179.5,100
Ag00001aa115352_T001,Misin18G251900.1.v7.1,6,247.5,100
Ag00001aa115445_T002,Misin08G028800.1.v7.1,1,34.7,100
Ag00001aa115446_T001,Misin07G028500.1.v7.1,2,78.6,97.05
Ag00001aa115494_T001,Misin08G022100.1.v7.1,1,35.8,100
Ag00001aa115597_T001,Misin07G110000.1.v7.1,2,107.5,96.45
Ag00001aa115646_T001,Misin07G012300.1.v7.1,16,647.6999999999999,100
Ag00001aa115677_T001,Misin07G009000.1.v7.1,2,75.1,100
Ag00001aa115687_T001,Misin07G007900.1.v7.1,6,258.3,100
Ag00001aa115730_T002,Misin06G174500.1.v7.1,2,72.4,100
Ag00001aa115744_T001,Misin07G000300.1.v7.1,4,160.6,100
Ag00001aa115913_T002,Misin08G114300.1.v7.1,1,35.8,100
Ag00001aa116030_T001,Misin07G107800.1.v7.1,1,35.8,94.1
Ag00001aa116053_T004,Misin18G159600.1.v7.1,5,226.3,75.8
Ag00001aa116069_T001,Misin12G075400.1.v7.1,2,69.4,82.4
Ag00001aa116166_T001,Misin07G093300.1.v7.1,3,132.1,100
Ag00001aa116171_T001,Misin07G093000.1.v7.1,2,93.2,100
Ag00001aa116237_T001,Misin07G083600.1.v7.1,1,36.2,100
Ag00001aa116262_T002,Misin07G080700.1.v7.1,4,217.6,97
Ag00001aa116265_T001,Misin07G080400.1.v7.1,1,43.5,100
Ag00001aa116387_T003,Misin19G206700.1.v7.1,2,75.1,100
Ag00001aa116525_T001,Misin08G052900.1.v7.1,5,205.5,100
Ag00001aa116526_T001,Misin08G052700.1.v7.1,1,38.1,89.5
Ag00001aa116653_T001,Misin07G038200.1.v7.1,15,737.3000000000001,100
Ag00001aa116751_T001,Misin08G028800.1.v7.1,1,34.7,100
Ag00001aa116752_T001,Misin07G028500.1.v7.1,2,79.8,100
Ag00001aa116787_T001,Misin06G316100.1.v7.1,1,36.2,100
Ag00001aa116873_T001,Misin07G019500.1.v7.1,4,136.3,100
Ag00001aa116929_T001,Misin08G010600.1.v7.1,1,50.1,100
Ag00001aa116942_T002,Misin07G012200.1.v7.1,9,375.80000000000007,100
Ag00001aa116953_T001,Misin08G007700.1.v7.1,3,122.4,100
Ag00001aa117147_T003,Misin07G143900.1.v7.1,1,33.5,100
Ag00001aa117252_T001,Misin07G139900.1.v7.1,2,76.3,100
Ag00001aa117290_T003,Misin13G050500.1.v7.1,2,102.1,100
Ag00001aa117298_T001,Misin01G460000.1.v7.1,1,42,100
Ag00001aa117299_T001,Misin07G136900.1.v7.1,7,330.5,100
Ag00001aa117362_T001,Misin07G125000.1.v7.1,4,176.5,82.55
Ag00001aa117364_T001,Misin07G125400.1.v7.1,8,399.70000000000005,100
Ag00001aa117497_T001,Misin07G122200.1.v7.1,7,261.5,100
Ag00001aa117510_T001,Misin07G160600.1.v7.1,4,176.2,100
Ag00001aa117519_T001,MisinT225700.1.v7.1,1,43.9,94.7
Ag00001aa117671_T001,Misin13G019600.1.v7.1,5,205.7,100
Ag00001aa117684_T003,MisinT303000.1.v7.1,1,45.1,100
Ag00001aa117824_T003,Misin07G186600.1.v7.1,14,760.8000000000002,100
Ag00001aa117858_T001,Misin11G216400.1.v7.1,3,132.8,100
Ag00001aa117873_T001,Misin13G018100.1.v7.1,1,37.7,100
Ag00001aa117876_T001,Misin13G018700.1.v7.1,1,47.4,100
Ag00001aa117929_T002,Misin13G010300.1.v7.1,1,33.9,100
Ag00001aa117955_T001,Misin07G213000.1.v7.1,4,137.5,100
Ag00001aa117961_T001,Misin07G213700.1.v7.1,1,33.1,93.8
Ag00001aa117966_T003,Misin07G214600.1.v7.1,2,81.6,97.35
Ag00001aa117981_T003,Misin07G211100.1.v7.1,1,38.5,100
Ag00001aa118088_T002,Misin07G195400.1.v7.1,1,61.2,100
Ag00001aa118229_T001,Misin05G058800.1.v7.1,1,46.2,92.3
Ag00001aa118242_T001,Misin05G057200.1.v7.1,4,161.7,100
Ag00001aa118351_T001,Misin16G073300.1.v7.1,2,72.4,100
Ag00001aa118526_T001,Misin05G085900.1.v7.1,2,96.6,100
Ag00001aa118570_T001,Misin05G082500.1.v7.1,2,98.19999999999999,100
Ag00001aa118591_T001,Misin05G079800.1.v7.1,3,142.2,100
Ag00001aa118595_T001,Misin05G079800.1.v7.1,4,156.70000000000002,100
Ag00001aa118596_T001,Misin05G079800.1.v7.1,4,158.2,100
Ag00001aa118638_T002,Misin05G075000.1.v7.1,1,47.8,100
Ag00001aa118663_T001,Misin05G110000.1.v7.1,3,142,100
Ag00001aa118726_T001,Misin05G102900.1.v7.1,3,176.7,100
Ag00001aa118812_T001,Misin06G052100.1.v7.1,4,165.3,97.75
Ag00001aa118827_T001,Misin12G021900.1.v7.1,1,33.9,83.3
Ag00001aa118857_T001,Misin05G091800.1.v7.1,1,58.9,100
Ag00001aa118863_T001,Misin06G095900.1.v7.1,3,127.9,100
Ag00001aa118882_T001,Misin06G093100.1.v7.1,1,72,90.2
Ag00001aa118909_T001,Misin06G090600.1.v7.1,9,407.70000000000005,100
Ag00001aa118915_T001,Misin05G114500.1.v7.1,2,91.7,100
Ag00001aa118989_T002,Misin05G121600.1.v7.1,3,110.5,100
Ag00001aa119019_T001,Misin05G123900.1.v7.1,4,182.2,100
Ag00001aa119027_T001,Misin06G106700.1.v7.1,1,33.9,100
Ag00001aa119153_T001,Misin06G116800.1.v7.1,3,185.20000000000002,94.9
Ag00001aa119173_T001,Misin06G118200.1.v7.1,4,190.29999999999998,96
Ag00001aa119220_T002,MisinT278600.1.v7.1,6,249.1,100
Ag00001aa119226_T002,Misin05G140500.1.v7.1,2,93.19999999999999,96
Ag00001aa119282_T001,Misin06G130200.1.v7.1,2,86.2,100
Ag00001aa119311_T001,Misin06G133100.1.v7.1,5,222.60000000000002,95
Ag00001aa119415_T001,Misin06G145900.1.v7.1,1,43.5,100
Ag00001aa119448_T001,Misin06G149400.1.v7.1,4,145.6,95.65
Ag00001aa119509_T001,MisinT104400.1.v7.1,12,460,100
Ag00001aa119757_T001,Misin09G018200.1.v7.1,3,128.6,100
Ag00001aa119814_T001,Misin09G021900.1.v7.1,5,217.1,100
Ag00001aa120107_T001,Misin10G053600.1.v7.1,1,34.7,100
Ag00001aa120192_T001,Misin09G064200.1.v7.1,3,123.60000000000001,100
Ag00001aa120298_T001,Misin10G064900.1.v7.1,1,41.2,86.4
Ag00001aa120413_T001,MisinT504400.1.v7.1,2,114.8,96.6
Ag00001aa120445_T001,Misin09G102400.1.v7.1,1,33.9,88.9
Ag00001aa120548_T002,MisinT452900.1.v7.1,1,41.2,90
Ag00001aa120563_T001,Misin02G223300.1.v7.1,1,41.2,100
Ag00001aa120598_T001,Misin02G221900.1.v7.1,2,92.5,97.6
Ag00001aa120632_T003,Misin02G215200.1.v7.1,3,132.2,100
Ag00001aa120638_T001,Misin01G225400.1.v7.1,4,143.4,100
Ag00001aa120684_T001,Misin06G198500.1.v7.1,1,34.7,100
Ag00001aa120699_T001,Misin01G140500.1.v7.1,2,67.8,97.2
Ag00001aa120742_T001,Misin01G213900.1.v7.1,1,40.4,100
Ag00001aa120759_T002,Misin02G203900.1.v7.1,1,37.7,100
Ag00001aa120791_T001,Misin01G208900.1.v7.1,2,79.30000000000001,97.5
Ag00001aa120810_T003,Misin01G211300.1.v7.1,14,628.1000000000001,100
Ag00001aa120819_T002,Misin01G210900.1.v7.1,2,96.30000000000001,100
Ag00001aa120820_T003,Misin16G028300.1.v7.1,1,39.7,100
Ag00001aa120929_T001,Misin02G197900.1.v7.1,1,37.4,100
Ag00001aa121027_T001,Misin01G190900.1.v7.1,5,179.90000000000003,100
Ag00001aa121031_T001,MisinT335300.1.v7.1,2,69.7,96.9
Ag00001aa121033_T001,Misin01G191600.1.v7.1,2,85.5,100
Ag00001aa121045_T001,Misin03G323500.1.v7.1,7,253.5,100
Ag00001aa121061_T001,Misin02G182500.1.v7.1,3,141.4,100
Ag00001aa121075_T002,Misin01G186900.1.v7.1,4,166,97.2
Ag00001aa121093_T001,Misin01G185300.1.v7.1,3,105.9,93.3
Ag00001aa121107_T001,Misin02G173100.1.v7.1,4,143.60000000000002,91.95
Ag00001aa121131_T001,Misin01G181500.1.v7.1,2,75.5,100
Ag00001aa121176_T001,Misin04G230900.1.v7.1,9,345.6000000000001,100
Ag00001aa121304_T001,Misin01G164600.1.v7.1,3,126.69999999999999,94.1
Ag00001aa121473_T001,Misin12G106300.1.v7.1,1,37,100
Ag00001aa121507_T001,Misin11G065400.1.v7.1,1,34.3,93.8
Ag00001aa121527_T001,Misin14G148200.1.v7.1,1,46.6,95
Ag00001aa121537_T004,Misin14G148800.1.v7.1,4,163.6,100
Ag00001aa121540_T002,Misin01G331400.1.v7.1,5,222.60000000000002,100
Ag00001aa121554_T001,Misin14G150800.1.v7.1,1,57,100
Ag00001aa121585_T003,Misin02G051600.1.v7.1,2,75.4,95
Ag00001aa121589_T001,Misin15G195100.1.v7.1,2,66.2,100
Ag00001aa121631_T002,Misin12G260200.1.v7.1,1,37.7,100
Ag00001aa121652_T002,Misin14G169700.1.v7.1,10,457.5,100
Ag00001aa121662_T001,Misin14G168800.1.v7.1,14,665.6,100
Ag00001aa121679_T001,Misin15G181000.1.v7.1,1,48.1,100
Ag00001aa121708_T001,Misin08G327300.1.v7.1,1,49.3,100
Ag00001aa121877_T002,Misin14G158600.1.v7.1,7,272.6,100
Ag00001aa121893_T001,Misin14G156600.1.v7.1,1,39.3,100
Ag00001aa121923_T003,Misin14G146900.1.v7.1,1,45.8,100
Ag00001aa121948_T001,Misin02G474900.1.v7.1,2,71.3,100
Ag00001aa121953_T001,Misin14G145400.1.v7.1,6,265.3,100
Ag00001aa121958_T001,Misin18G276300.1.v7.1,4,161.8,100
Ag00001aa122019_T001,Misin14G140000.1.v7.1,6,294.9,100
Ag00001aa122153_T002,Misin14G109700.1.v7.1,10,526.6999999999999,100
Ag00001aa122158_T001,Misin14G108600.1.v7.1,1,35.4,100
Ag00001aa122178_T001,Misin15G142700.1.v7.1,4,160.6,96.9
Ag00001aa122187_T001,Misin14G121900.1.v7.1,1,41.6,100
Ag00001aa122191_T001,Misin14G122400.1.v7.1,2,101.3,95.85
Ag00001aa122208_T001,Misin14G129900.1.v7.1,1,36.6,94.4
Ag00001aa122304_T002,Misin15G127500.1.v7.1,2,74.4,100
Ag00001aa122323_T002,Misin14G107200.1.v7.1,1,34.3,87.5
Ag00001aa122326_T001,Misin14G107500.1.v7.1,2,78.6,100
Ag00001aa122345_T001,Misin15G123000.1.v7.1,2,72.4,93.1
Ag00001aa122367_T001,Misin14G101000.1.v7.1,9,418.9,100
Ag00001aa122398_T002,Misin14G093600.1.v7.1,1,43.5,90
Ag00001aa122415_T001,Misin15G115000.1.v7.1,2,84.4,100
Ag00001aa122432_T002,Misin15G112000.1.v7.1,4,173.79999999999998,100
Ag00001aa122473_T001,Misin14G083700.1.v7.1,3,115.9,100
Ag00001aa122476_T001,Misin14G086000.1.v7.1,5,213.79999999999998,100
Ag00001aa122563_T001,Misin17G001900.1.v7.1,2,69.4,100
Ag00001aa122590_T001,Misin19G092300.1.v7.1,1,33.9,94.1
Ag00001aa122617_T002,Misin01G180500.1.v7.1,4,187.79999999999998,100
Ag00001aa122635_T001,Misin16G010400.1.v7.1,1,48.5,95.8
Ag00001aa122641_T001,Misin17G012700.1.v7.1,1,53.5,100
Ag00001aa122642_T001,Misin17G012500.1.v7.1,1,40,100
Ag00001aa122652_T001,Misin17G020500.1.v7.1,1,36.6,100
Ag00001aa122693_T002,Misin16G004000.1.v7.1,2,70,100
Ag00001aa122721_T001,Misin16G014000.1.v7.1,4,166.6,95.25
Ag00001aa122826_T001,Misin16G024600.1.v7.1,1,36.2,92.9
Ag00001aa122856_T002,Misin06G005600.1.v7.1,2,77.8,100
Ag00001aa122874_T002,Misin16G044100.1.v7.1,1,35.8,93.8
Ag00001aa122903_T001,Misin05G145900.1.v7.1,4,298.8,100
Ag00001aa122916_T003,Misin17G038800.1.v7.1,2,77.80000000000001,90.5
Ag00001aa123006_T001,Misin17G048600.1.v7.1,1,40.4,100
Ag00001aa123022_T001,Misin06G147400.1.v7.1,3,109.80000000000001,100
Ag00001aa123063_T001,Misin17G059200.1.v7.1,3,111.7,100
Ag00001aa123087_T001,Misin16G061500.1.v7.1,5,206,100
Ag00001aa123133_T001,Misin16G075300.1.v7.1,1,38.9,100
Ag00001aa123175_T001,Misin16G070900.1.v7.1,1,36.6,100
Ag00001aa123255_T003,Misin16G064900.1.v7.1,5,195.2,100
Ag00001aa123324_T001,Misin17G086000.1.v7.1,1,57.4,96.3
Ag00001aa123440_T001,Misin16G093000.1.v7.1,8,316.8,100
Ag00001aa123525_T001,Misin12G048700.1.v7.1,1,53.5,100
Ag00001aa123622_T001,Misin12G196100.1.v7.1,5,233.79999999999998,100
Ag00001aa123653_T001,Misin11G058400.1.v7.1,1,46.2,100
Ag00001aa123881_T001,Misin12G083500.1.v7.1,4,167,95
Ag00001aa123912_T001,Misin02G446300.1.v7.1,1,45.1,77.8
Ag00001aa123995_T001,Misin12G093600.1.v7.1,4,157,100
Ag00001aa124024_T001,Misin12G096700.1.v7.1,2,100.8,91.3
Ag00001aa124039_T001,Misin11G100300.1.v7.1,2,92,91.2
Ag00001aa124113_T003,Misin11G096100.1.v7.1,1,50.8,100
Ag00001aa124181_T001,Misin12G109000.1.v7.1,3,121.39999999999999,100
Ag00001aa124297_T002,Misin11G114900.1.v7.1,3,118.2,100
Ag00001aa124402_T001,Misin12G133400.1.v7.1,4,152.6,100
Ag00001aa124475_T001,MisinT501000.1.v7.1,3,116.39999999999999,100
Ag00001aa124559_T001,MisinT589400.1.v7.1,3,161.7,100
Ag00001aa124575_T002,Misin12G152200.1.v7.1,2,80.9,100
Ag00001aa124931_T001,Misin05G277200.1.v7.1,4,165.7,96.45
