orthogroup	protein_id	description
OG0043297	Misin07G542400.1.v7.1	Putative voltage-gated potassium channel subunit beta
OG0044253	PvWBCH1.1NG356400.1.v1.1	Cell elongation protein DIMINUTO
OG0044516	PvWBCH1.3KG055400.1.v1.1	NA
OG0044901	PvWBCH1.5KG263500.1.v1.1	chitinase
OG0045179	PvWBCH1.7KG298400.1.v1.1	Peroxidase
OG0045179	PvWBCH1.7NG298100.1.v1.1	Peroxidase
OG0045335	PvWBCH1.9NG186500.1.v1.1	AB hydrolase-1 domain-containing protein
OG0045376	PvWBCH1.9KG319800.1.v1.1	glutathione transferase
OG0050407	Td00001aa025549_T001	NA
OG0051254	Td00001aa034418_T002	tryptophan synthase
OG0051255	Td00001aa034420_T001	Indolin-2-one monooxygenase
OG0051256	Td00001aa034421_T001	3-hydroxyindolin-2-one monooxygenase
OG0051958	Td00001aa040338_T001	Abscisic stress ripening
OG0052122	Td00001aa006611_T001	Peroxidase
OG0053759	Td00001aa022118_T001	NudC domain-containing protein 2
