orthogroup	protein_id	description
OG0000904	Td00001aa039844_T001	non-reducing end alpha-L-arabinofuranosidase
OG0002182	Td00001aa039846_T001	Retrovirus-related Pol polyprotein from transposon TNT 1-94
OG0002909	Td00001aa039847_T001	Neprosin domain-containing protein
OG0002423	Td00001aa039849_T001	Chalcone synthase
OG0021660	Td00001aa039851_T001	GATA-type domain-containing protein
OG0000792	Td00001aa039854_T002	UDP-galactose transporter 2
OG0005618	Td00001aa039855_T001	Peroxisomal membrane protein MPV17
OG0051933	Td00001aa039856_T001	"Harpin-induced protein 1 containing protein, expressed"
OG0001352	Td00001aa039858_T001	CID domain-containing protein
OG0004340	Td00001aa039860_T002	WRI1 transcription factor1
OG0013522	Td00001aa039861_T003	ELMO domain-containing protein
OG0004339	Td00001aa039862_T001	GDSL esterase/lipase
OG0000791	Td00001aa039863_T003	Protein DETOXIFICATION
OG0051934	Td00001aa039864_T001	Protein DETOXIFICATION
OG0008277	Td00001aa039865_T001	BUB1 N-terminal domain-containing protein
OG0002456	Td00001aa039866_T001	FLZ-type domain-containing protein
OG0021245	Td00001aa039867_T001	Receptor-like serine/threonine-protein kinase
OG0028344	Td00001aa039870_T001	F-actin-capping protein subunit beta
OG0003467	Td00001aa039871_T002	DUF632 domain-containing protein
OG0005608	Td00001aa039872_T001	Leucine-rich repeat-containing N-terminal plant-type domain-containing protein
OG0005616	Td00001aa039873_T001	"NB-ARC domain, putative"
OG0005616	Td00001aa039874_T001	"NB-ARC domain, putative"
OG0029157	Td00001aa039876_T001	Transmembrane protein
OG0027261	Td00001aa039877_T001	Apyrase
OG0000876	Td00001aa039878_T004	Zinc finger CCCH domain-containing protein 46
OG0027457	Td00001aa039879_T001	glutathione transferase
OG0002454	Td00001aa039880_T001	Salt stress-induced protein
OG0001351	Td00001aa039881_T002	Scarecrow-like protein 1-like isoform X3
OG0005615	Td00001aa039882_T001	Vacuolar protein sorting-associated protein 32 homolog 2-like
OG0009703	Td00001aa039883_T002	ethanolamine-phosphate cytidylyltransferase
OG0005614	Td00001aa039884_T001	Pentacotripeptide-repeat region of PRORP domain-containing protein
OG0001215	Td00001aa039885_T001	Probable serine/threonine-protein kinase PBL8
OG0000657	Td00001aa039886_T002	Protein kinase APK1B chloroplast
OG0002453	Td00001aa039887_T001	Tubby C-terminal domain-containing protein
OG0009702	Td00001aa039888_T001	Tubby C-terminal domain-containing protein
OG0011623	Td00001aa039889_T001	S-adenosyl-L-methionine-dependent methyltransferase superfamily protein
OG0003467	Td00001aa039890_T001	DUF936 domain-containing protein
OG0002155	Td00001aa039891_T005	RING-type domain-containing protein
OG0051937	Td00001aa039892_T001	Malectin-like domain-containing protein
OG0007353	Td00001aa039894_T002	cysteine desulfurase
OG0006304	Td00001aa039896_T001	Methylesterase 17
OG0012433	Td00001aa039897_T001	Methylesterase 17
OG0007708	Td00001aa039898_T002	Probable zinc-ribbon domain-containing protein
OG0000790	Td00001aa039899_T003	WRKY domain-containing protein
OG0007352	Td00001aa039900_T001	WRKY domain-containing protein
OG0001691	Td00001aa039901_T001	WRKY domain-containing protein
OG0000656	Td00001aa039902_T001	WRKY domain-containing protein
OG0000656	Td00001aa039903_T001	WRKY domain-containing protein
OG0020674	Td00001aa039904_T001	EGF-like calcium-binding domain-containing protein
OG0012432	Td00001aa039905_T001	BAH domain-containing protein
OG0032735	Td00001aa039908_T001	Reverse transcriptase zinc-binding domain-containing protein
OG0001220	Td00001aa039909_T001	RNA-directed DNA polymerase (Reverse transcriptase)
OG0032736	Td00001aa039910_T001	Protein kinase domain-containing protein
OG0032735	Td00001aa039911_T001	Reverse transcriptase zinc-binding domain-containing protein
OG0032736	Td00001aa039912_T001	Protein kinase domain-containing protein
OG0001220	Td00001aa039913_T001	RNA-directed DNA polymerase (Reverse transcriptase)
OG0036271	Td00001aa039914_T001	PAP-associated domain-containing protein
OG0021940	Td00001aa039915_T001	PAP-associated domain-containing protein
OG0002881	Td00001aa039916_T003	Putative serine/threonine-protein kinase WNK5
OG0002880	Td00001aa039917_T001	RING-H2 finger protein ATL56
OG0051938	Td00001aa039918_T001	RING-type E3 ubiquitin transferase
OG0001690	Td00001aa039919_T001	RING-type E3 ubiquitin transferase
OG0001114	Td00001aa039920_T001	non-specific serine/threonine protein kinase
OG0001905	Td00001aa039921_T001	Stress response protein nst1
OG0001349	Td00001aa039923_T002	DUF6598 domain-containing protein (Fragment)
OG0051940	Td00001aa039924_T002	Peroxidase
OG0000260	Td00001aa039925_T001	Peroxidase
OG0007351	Td00001aa039927_T001	Cyclin-dependent kinase inhibitor domain-containing protein
OG0001904	Td00001aa039928_T001	HIG1 domain-containing protein
OG0051942	Td00001aa039929_T001	BTB domain-containing protein
OG0002879	Td00001aa039930_T002	Plastid transcriptionally active 6
OG0000875	Td00001aa039931_T002	Raptor N-terminal CASPase-like domain-containing protein
OG0002343	Td00001aa039932_T001	Pentacotripeptide-repeat region of PRORP domain-containing protein
OG0051943	Td00001aa039933_T001	F-box/LRR-repeat protein 3
OG0001672	Td00001aa039934_T001	AP180 N-terminal homology (ANTH) domain-containing protein
OG0026947	Td00001aa039935_T001	Cytochrome c domain-containing protein
OG0000513	Td00001aa039936_T003	SWR1 complex subunit 6
OG0005053	Td00001aa039938_T004	Laccase
OG0001510	Td00001aa039939_T001	Probable leucine-rich repeat receptor-like protein kinase IMK3
OG0027381	Td00001aa039940_T001	RNA helicase
OG0013294	Td00001aa039942_T001	DUF538 domain-containing protein
OG0015182	Td00001aa039945_T001	Macrophage migration inhibitory factor homolog
OG0015181	Td00001aa039946_T002	Protein DETOXIFICATION
OG0002859	Td00001aa039948_T003	Nucleotide-diphospho-sugar transferase domain-containing protein
OG0051944	Td00001aa039950_T001	Protein kinase domain-containing protein
OG0051945	Td00001aa039951_T001	Mediator of RNA polymerase II transcription subunit 11
OG0000874	Td00001aa039952_T002	Trichome birefringence-like N-terminal domain-containing protein
OG0000893	Td00001aa039953_T001	LOB domain-containing protein
OG0002875	Td00001aa039955_T002	Ferritin
OG0001074	Td00001aa039957_T003	E1 ubiquitin-activating enzyme
OG0001508	Td00001aa039958_T004	Protein kinase domain-containing protein
OG0002218	Td00001aa039959_T001	DUF641 domain-containing protein
OG0002518	Td00001aa039960_T001	"Outer membrane protein, OMP85 family protein"
OG0002217	Td00001aa039961_T001	"Phytol kinase 2, chloroplastic"
OG0000291	Td00001aa039962_T002	Clathrin heavy chain
OG0028340	Td00001aa039963_T001	No apical meristem-associated C-terminal domain-containing protein
OG0001478	Td00001aa039964_T001	Trichome birefringence-like N-terminal domain-containing protein
OG0001900	Td00001aa039965_T001	Poly [ADP-ribose] polymerase
OG0000978	Td00001aa039966_T001	Receptor-like kinase LIP2
OG0003464	Td00001aa039967_T001	PLAC8 motif-containing protein
OG0000418	Td00001aa039968_T001	E3 ubiquitin-protein ligase rbrA
OG0003004	Td00001aa039969_T002	D-aminoacid aminotransferase-like PLP-dependent enzymes superfamily protein
OG0007874	Td00001aa039970_T008	Protein kinase domain-containing protein
OG0000873	Td00001aa039971_T001	RNA binding (RRM/RBD/RNP motifs) family protein
OG0011591	Td00001aa039973_T001	beta-N-acetylhexosaminidase
OG0036420	Td00001aa039974_T001	BZIP domain-containing protein
OG0051947	Td00001aa039975_T001	Protein kinase domain-containing protein
OG0021330	Td00001aa039977_T001	Non-specific lipid-transfer protein 2P-like
OG0000178	Td00001aa039984_T001	Reverse transcriptase zinc-binding domain-containing protein
OG0028495	Td00001aa039986_T001	COP9 signalosome complex subunit 6a
OG0032681	Td00001aa039988_T001	O-fucosyltransferase family protein
OG0037487	Td00001aa039989_T001	Ubiquitin thioesterase
OG0007965	Td00001aa039990_T001	Stress up-regulated Nod 19 protein
OG0006084	Td00001aa039992_T002	Retinoblastoma family3
OG0000475	Td00001aa039993_T001	Transposon Ty3-G Gag-Pol polyprotein (Fragment)
OG0014112	Td00001aa039994_T001	Protein kinase domain-containing protein
OG0000065	Td00001aa039997_T001	Unknow
OG0000552	Td00001aa039998_T001	Cysteine-rich receptor-like protein kinase 6
OG0011665	Td00001aa040003_T001	Zinc finger GRF-type domain-containing protein (Fragment)
OG0044468	Td00001aa040004_T002	FAD-binding PCMH-type domain-containing protein
OG0000743	Td00001aa040005_T001	Gag-pol polyprotein
OG0000133	Td00001aa040008_T001	"NAD(P)H-quinone oxidoreductase subunit K, chloroplastic"
OG0003196	Td00001aa040009_T001	Glutathione S-transferase T3
OG0037486	Td00001aa040011_T002	Alkaline/neutral invertase
OG0013993	Td00001aa040012_T001	Putative RNA-directed DNA polymerase
OG0037485	Td00001aa040013_T001	Knottin scorpion toxin-like domain-containing protein
OG0001846	Td00001aa040014_T002	Disease resistance protein RPM1
OG0006305	Td00001aa040015_T006	Receptor-like protein kinase-like protein
OG0000084	Td00001aa040016_T001	Protein kinase domain-containing protein
OG0027095	Td00001aa040023_T001	Transposase Tnp1/En/Spm-like domain-containing protein
OG0000334	Td00001aa040024_T001	ACB domain-containing protein
OG0026127	Td00001aa040028_T001	Prefoldin subunit 6
OG0000334	Td00001aa040032_T001	ACB domain-containing protein
OG0027095	Td00001aa040037_T001	Transposase Tnp1/En/Spm-like domain-containing protein
OG0026127	Td00001aa040045_T001	Prefoldin subunit 6
OG0016164	Td00001aa040047_T001	Serine esterase family protein
OG0013517	Td00001aa040048_T001	Putative endonuclease or glycosyl hydrolase
OG0000302	Td00001aa040049_T001	No apical meristem-associated C-terminal domain-containing protein
OG0046701	Td00001aa040050_T001	3-beta hydroxysteroid dehydrogenase/isomerase domain-containing protein
OG0004813	Td00001aa040051_T001	DHHA2 domain-containing protein
OG0006301	Td00001aa040052_T001	Malectin-like domain-containing protein
OG0026484	Td00001aa040054_T001	PGG domain-containing protein
OG0004812	Td00001aa040060_T002	Alginate lyase 2 domain-containing protein
OG0031574	Td00001aa040064_T001	DUF1618 domain-containing protein (Fragment)
OG0001076	Td00001aa040065_T001	SHSP domain-containing protein
OG0051950	Td00001aa040067_T001	chlorophyllase
OG0000391	Td00001aa040068_T001	Bowman-Birk serine protease inhibitors family domain-containing protein
OG0008796	Td00001aa040072_T001	Peptidase A1 domain-containing protein
OG0000809	Td00001aa040074_T001	RNase H type-1 domain-containing protein
OG0051796	Td00001aa040075_T001	Scarecrow-like protein 9
OG0000164	Td00001aa040076_T001	Scarecrow-like protein 9
OG0000164	Td00001aa040077_T001	Scarecrow-like protein 9
OG0002641	Td00001aa040078_T001	MCAfunc domain-containing protein
OG0001607	Td00001aa040079_T001	Putative CRK5 (CYSTEINE-RICH RLK5) kinase
OG0002676	Td00001aa040080_T002	Powdery mildew resistance protein PM3 variant
OG0018661	Td00001aa040082_T001	Powdery mildew resistance protein Pm3
OG0002676	Td00001aa040083_T002	Powdery mildew resistance protein PM3 variant
OG0010844	Td00001aa040084_T001	Anthocyanidin 3-O-glucosyltransferase
OG0025224	Td00001aa040087_T001	RBR-type E3 ubiquitin transferase
OG0002270	Td00001aa040089_T001	X8 domain-containing protein
OG0000370	Td00001aa040094_T001	Receptor-type protein kinase LRK1
OG0025237	Td00001aa040095_T001	Dirigent protein (Fragment)
OG0000967	Td00001aa040096_T001	Ribosomal RNA-processing protein 14-C
OG0037484	Td00001aa040098_T001	Laccase
OG0014551	Td00001aa040100_T001	Major disease resistance protein Xa4
OG0014551	Td00001aa040102_T001	Major disease resistance protein Xa4
OG0014551	Td00001aa040105_T001	Major disease resistance protein Xa4
OG0001990	Td00001aa040107_T001	Kinesin-like protein KIN-14Q isoform X2
OG0003194	Td00001aa040109_T001	Protein kinase domain-containing protein
OG0000049	Td00001aa040110_T001	Sulfotransferase
OG0030055	Td00001aa040111_T001	Nodulin-like domain-containing protein
OG0002307	Td00001aa040113_T001	Knottin scorpion toxin-like domain-containing protein
OG0002307	Td00001aa040114_T001	Knottin scorpion toxin-like domain-containing protein
OG0004266	Td00001aa040117_T002	Protein kinase domain-containing protein
OG0007252	Td00001aa040118_T001	Disease resistance protein RPM1-like
OG0002676	Td00001aa040120_T001	Powdery mildew resistance protein PM3 variant
OG0001172	Td00001aa040122_T001	RNA 3'-terminal phosphate cyclase domain-containing protein
OG0000049	Td00001aa040123_T001	Reverse transcriptase zinc-binding domain-containing protein
OG0010844	Td00001aa040124_T001	Glucosyltransferase IS5a salicylate-induced-like
OG0001264	Td00001aa040133_T001	Putative E3 ubiquitin-protein ligase ARI5
OG0001606	Td00001aa040134_T001	DNA-directed RNA polymerase subunit
OG0002307	Td00001aa040135_T001	Knottin scorpion toxin-like domain-containing protein
OG0000193	Td00001aa040136_T001	Reverse transcriptase zinc-binding domain-containing protein
OG0003194	Td00001aa040137_T001	Protein kinase domain-containing protein
OG0014551	Td00001aa040138_T001	Major disease resistance protein Xa4
OG0000967	Td00001aa040142_T001	Ribosomal RNA-processing protein 14-C
OG0015050	Td00001aa040143_T001	Protein kinase domain-containing protein (Fragment)
OG0025237	Td00001aa040144_T001	Dirigent protein (Fragment)
OG0000370	Td00001aa040145_T001	Protein kinase domain-containing protein
OG0002035	Td00001aa040146_T001	Legume lectin domain-containing protein
OG0006305	Td00001aa040147_T001	Receptor-like protein kinase-like protein
OG0030040	Td00001aa040149_T001	NSP (Nuclear shuttle protein)-interacting GTPase
OG0002270	Td00001aa040153_T001	X8 domain-containing protein
OG0025224	Td00001aa040157_T001	Probable E3 ubiquitin-protein ligase ARI9
OG0010844	Td00001aa040160_T001	UDP-glycosyltransferase 91B1
OG0001172	Td00001aa040161_T001	RNA 3'-terminal phosphate cyclase domain-containing protein
OG0002676	Td00001aa040163_T001	Powdery mildew resistance protein PM3 variant
OG0000372	Td00001aa040164_T002	Protein kinase domain-containing protein
OG0002676	Td00001aa040165_T003	Powdery mildew resistance protein PM3 variant
OG0037475	Td00001aa040168_T001	Heat shock
OG0002307	Td00001aa040172_T001	Knottin scorpion toxin-like domain-containing protein
OG0002035	Td00001aa040173_T001	Receptor kinase Lecrk
OG0015050	Td00001aa040174_T001	Protein kinase domain-containing protein
OG0025582	Td00001aa040175_T001	"Transposon protein, putative, unclassified"
OG0023289	Td00001aa040176_T001	PGG domain-containing protein
OG0000501	Td00001aa040177_T001	"Retrotransposon protein, putative, Ty3-gypsy subclass"
OG0000981	Td00001aa040179_T002	Protein kinase domain-containing protein
OG0024695	Td00001aa040182_T001	Protein kinase domain-containing protein
OG0018655	Td00001aa040183_T001	Late embryogenesis abundant protein (LEA) family protein
OG0001989	Td00001aa040187_T001	Neprosin domain-containing protein
OG0030053	Td00001aa040189_T001	FBD domain-containing protein
OG0037481	Td00001aa040190_T001	Enoyl reductase (ER) domain-containing protein
OG0000283	Td00001aa040192_T001	PB1 domain-containing protein
OG0000563	Td00001aa040193_T001	Cathepsin propeptide inhibitor domain-containing protein
OG0005858	Td00001aa040196_T001	Glycosyltransferase
OG0016932	Td00001aa040197_T001	Scarecrow-like protein 9
OG0037467	Td00001aa040200_T001	RING-type E3 ubiquitin transferase
OG0001690	Td00001aa040201_T001	RING-type E3 ubiquitin transferase
OG0001114	Td00001aa040202_T001	non-specific serine/threonine protein kinase
OG0024827	Td00001aa040203_T001	Methyltransferase-related protein
OG0008925	Td00001aa040205_T001	Mannose/glucose-specific lectin-like
OG0000119	Td00001aa040208_T001	Bowman-Birk type trypsin inhibitor
OG0001348	Td00001aa040209_T001	Trichome birefringence-like N-terminal domain-containing protein
OG0000655	Td00001aa040210_T001	Nodulin-like domain-containing protein
OG0031377	Td00001aa040211_T001	DNA mismatch repair protein
OG0027807	Td00001aa040212_T001	Protein DETOXIFICATION
OG0007358	Td00001aa040215_T001	IQ domain-containing protein IQM3
OG0001903	Td00001aa040216_T001	"BTB/POZ domain containing protein, expressed"
OG0001904	Td00001aa040217_T001	HIG1 domain-containing protein
OG0020094	Td00001aa040219_T001	SHSP domain-containing protein
OG0002676	Td00001aa040220_T001	Powdery mildew resistance protein PM3 variant
OG0001349	Td00001aa040224_T003	DUF6598 domain-containing protein (Fragment)
OG0016932	Td00001aa040225_T001	Scarecrow-like protein 9
OG0005858	Td00001aa040226_T001	"Beta-1,2-xylosyltransferase XYXT1"
OG0000563	Td00001aa040229_T001	Cathepsin propeptide inhibitor domain-containing protein
OG0001989	Td00001aa040231_T001	Neprosin domain-containing protein
OG0018655	Td00001aa040235_T001	Late embryogenesis abundant protein (LEA) family protein
OG0024695	Td00001aa040236_T001	Protein kinase domain-containing protein
OG0030052	Td00001aa040237_T001	Fibronectin type III-like domain-containing protein
OG0000981	Td00001aa040239_T001	Protein kinase domain-containing protein
OG0024178	Td00001aa040240_T001	Receptor-like serine/threonine-protein kinase
OG0003810	Td00001aa040241_T001	G-type lectin S-receptor-like serine/threonine-protein kinase At1g34300
OG0003810	Td00001aa040242_T001	G-type lectin S-receptor-like serine/threonine-protein kinase At1g34300
OG0037465	Td00001aa040244_T001	WRKY domain-containing protein
OG0000995	Td00001aa040245_T001	Zinc finger BED domain-containing protein RICESLEEPER 2-like
OG0020755	Td00001aa040247_T001	Late embryogenesis abundant protein LEA-2 subgroup domain-containing protein
OG0001583	Td00001aa040248_T001	Putative E3 ubiquitin-protein ligase ARI5
OG0000564	Td00001aa040250_T001	Subtilisin-like protease
OG0037463	Td00001aa040251_T001	Peptidase A1 domain-containing protein
OG0037462	Td00001aa040253_T001	Alpha-galactosidase
OG0028217	Td00001aa040254_T001	Aspartic proteinase nepenthesin-1
OG0000624	Td00001aa040255_T001	Peptidase A1 domain-containing protein
OG0003756	Td00001aa040258_T001	C2H2-type domain-containing protein
OG0000461	Td00001aa040260_T001	glutathione transferase
OG0000153	Td00001aa040262_T001	CCHC-type domain-containing protein
OG0000005	Td00001aa040264_T001	Transposase-associated domain-containing protein (Fragment)
OG0000388	Td00001aa040266_T001	Protein kinase domain-containing protein
OG0027763	Td00001aa040267_T001	Putative disease resistance protein RGA3
OG0002312	Td00001aa040270_T001	DUF1618 domain-containing protein (Fragment)
OG0037460	Td00001aa040272_T001	Polysaccharide biosynthesis protein C-terminal domain-containing protein
OG0002714	Td00001aa040273_T003	Beta expansin 3
OG0001408	Td00001aa040274_T001	Disease resistance protein RPM1
OG0004843	Td00001aa040275_T001	Rx N-terminal domain-containing protein
OG0001408	Td00001aa040277_T002	Pib variant protein
OG0016242	Td00001aa040281_T002	"Cytochrome P450 family protein, expressed"
OG0006170	Td00001aa040282_T001	Ig-like domain-containing protein
OG0001474	Td00001aa040287_T001	Heat stress transcription factor
OG0000146	Td00001aa040289_T001	Ubiquitin-like protease family profile domain-containing protein
OG0000256	Td00001aa040291_T001	Aminotransferase-like plant mobile domain-containing protein
OG0001001	Td00001aa040292_T001	PGG domain-containing protein
OG0004272	Td00001aa040293_T001	Protein kinase domain-containing protein
OG0014259	Td00001aa040294_T001	Putative NBS-LRR class RGA
OG0006330	Td00001aa040296_T001	Splicing factor U2af large subunit
OG0004807	Td00001aa040298_T001	RAVE complex protein Rav1 C-terminal domain-containing protein
OG0002757	Td00001aa040300_T001	Hydroxyproline-rich glycoprotein family protein
OG0037508	Td00001aa040301_T001	Vacuolar protein sorting-associated protein 2 homolog 2
OG0009022	Td00001aa040303_T001	Protein kinase domain-containing protein
OG0037479	Td00001aa040304_T001	"Starch synthase, chloroplastic/amyloplastic"
OG0037478	Td00001aa040306_T001	Mitochondrial import inner membrane translocase subunit
OG0030044	Td00001aa040308_T001	Disease resistance protein RGA2
OG0000087	Td00001aa040309_T001	Protein kinase domain-containing protein
OG0000087	Td00001aa040310_T001	Protein kinase domain-containing protein
OG0000087	Td00001aa040311_T001	Protein kinase domain-containing protein
OG0032660	Td00001aa040315_T001	Probable 2-oxoglutarate-dependent dioxygenase AOP1
OG0027616	Td00001aa040317_T001	KEN domain-containing protein
OG0001990	Td00001aa040318_T001	Kinesin-like protein KIN-14Q isoform X2
OG0037477	Td00001aa040319_T001	Nodulin-like domain-containing protein
OG0002307	Td00001aa040323_T001	Knottin scorpion toxin-like domain-containing protein
OG0000384	Td00001aa040324_T001	Protein kinase domain-containing protein
OG0004266	Td00001aa040326_T002	Protein kinase domain-containing protein
OG0017291	Td00001aa040328_T001	RNA-directed DNA methylation 4
OG0002312	Td00001aa040329_T001	DUF1618 domain-containing protein (Fragment)
OG0027807	Td00001aa040331_T001	Protein DETOXIFICATION
OG0002714	Td00001aa040332_T001	Beta expansin 3
OG0037510	Td00001aa040333_T001	Macrophage migration inhibitory factor homolog
OG0025511	Td00001aa040336_T001	CCHC-type domain-containing protein
OG0051958	Td00001aa040338_T001	Abscisic stress ripening
OG0024209	Td00001aa040339_T001	CCHC-type domain-containing protein
OG0000187	Td00001aa040341_T001	Endonuclease/exonuclease/phosphatase domain-containing protein
OG0004272	Td00001aa040342_T001	"Leucine Rich Repeat family protein, expressed"
OG0051960	Td00001aa040344_T001	Alpha-ketoglutarate-dependent dioxygenase AlkB-like domain-containing protein
OG0025860	Td00001aa040345_T005	Laccase
OG0021885	Td00001aa040346_T001	Nuclease HARBI1
OG0001446	Td00001aa040347_T003	No apical meristem-associated C-terminal domain-containing protein
OG0002581	Td00001aa040351_T001	Cathepsin propeptide inhibitor domain-containing protein
OG0011891	Td00001aa040352_T001	DUF6598 domain-containing protein (Fragment)
OG0001129	Td00001aa040355_T001	Transposase-associated domain-containing protein
OG0025971	Td00001aa040360_T001	F-box associated domain-containing protein
OG0013541	Td00001aa040361_T001	Regulator of rDNA transcription protein 15
OG0000131	Td00001aa040363_T001	Reverse transcriptase zinc-binding domain-containing protein
OG0000011	Td00001aa040365_T001	"Transposase, Ptta/En/Spm, plant"
OG0002085	Td00001aa040366_T001	"54S ribosomal protein L37, mitochondrial"
OG0051962	Td00001aa040367_T001	Tetratricopeptide repeat protein 4
OG0017682	Td00001aa040369_T001	Aconitate hydratase
OG0017285	Td00001aa040371_T003	Mitochondrial uncoupling protein 1
OG0004195	Td00001aa040372_T001	Putative LRR receptor-like serine/threonine-protein kinase
OG0005442	Td00001aa040373_T001	Extra-large GTP-binding protein 3
OG0004196	Td00001aa040374_T002	Formin-like protein 5
OG0005443	Td00001aa040375_T002	"3,9-dihydroxypterocarpan 6A-monooxygenase"
OG0003384	Td00001aa040376_T001	ELMO domain-containing protein
OG0003385	Td00001aa040377_T001	Zinc finger (C3HC4-type RING finger) family protein
OG0051964	Td00001aa040378_T001	V-type proton ATPase proteolipid subunit
OG0000540	Td00001aa040379_T004	Phosphoglycerate mutase-like protein 1
OG0000540	Td00001aa040380_T002	Phosphoglycerate mutase-like protein 1
OG0007170	Td00001aa040381_T001	Peptidase S26 domain-containing protein
OG0002807	Td00001aa040382_T001	Protein kinase domain-containing protein (Fragment)
OG0002808	Td00001aa040383_T001	Amidase domain-containing protein
OG0005444	Td00001aa040384_T001	Proline-rich protein HaeIII subfamily 1
OG0007171	Td00001aa040385_T003	Glycosyltransferases
OG0007172	Td00001aa040386_T001	Rhomboid-like protein 19
OG0004197	Td00001aa040387_T001	Zinc finger CCCH domain-containing protein 24
OG0004801	Td00001aa040388_T002	RING-CH-type domain-containing protein
OG0002809	Td00001aa040389_T001	SMP domain-containing protein
OG0015008	Td00001aa040390_T001	Steroid 5-alpha reductase C-terminal domain-containing protein
OG0000139	Td00001aa040391_T001	Rx N-terminal domain-containing protein
OG0051966	Td00001aa040393_T001	Arginase
OG0000139	Td00001aa040394_T001	AAA+ ATPase domain-containing protein
OG0000139	Td00001aa040395_T001	AAA+ ATPase domain-containing protein
OG0032738	Td00001aa040396_T001	Steroid 5-alpha reductase C-terminal domain-containing protein
OG0051967	Td00001aa040397_T001	Arginase
OG0000139	Td00001aa040398_T002	AAA+ ATPase domain-containing protein
OG0000139	Td00001aa040400_T001	AAA+ ATPase domain-containing protein
OG0000139	Td00001aa040402_T001	Rx N-terminal domain-containing protein
OG0000139	Td00001aa040403_T001	AAA+ ATPase domain-containing protein
OG0000139	Td00001aa040404_T002	AAA+ ATPase domain-containing protein
OG0051969	Td00001aa040405_T001	"Rhodanese-like domain-containing protein 4, chloroplastic"
OG0000139	Td00001aa040408_T001	AAA+ ATPase domain-containing protein
OG0032738	Td00001aa040409_T001	3-oxo-5-alpha-steroid 4-dehydrogenase
OG0006398	Td00001aa040411_T001	Retrovirus-related Pol polyprotein from transposon TNT 1-94
OG0051971	Td00001aa040412_T001	REDUCED WALL ACETYLATION 3-like isoform X2
OG0000139	Td00001aa040414_T001	AAA+ ATPase domain-containing protein
OG0000042	Td00001aa040415_T001	"Retrotransposon protein, putative, LINE subclass"
OG0000139	Td00001aa040417_T001	AAA+ ATPase domain-containing protein
OG0000139	Td00001aa040418_T001	AAA+ ATPase domain-containing protein
OG0021859	Td00001aa040419_T001	Cas1p 10 TM acyl transferase domain-containing protein
OG0000139	Td00001aa040420_T001	AAA+ ATPase domain-containing protein
OG0000139	Td00001aa040421_T001	AAA+ ATPase domain-containing protein
OG0021859	Td00001aa040422_T001	Cas1p 10 TM acyl transferase domain-containing protein
OG0021860	Td00001aa040423_T001	Legume lectin domain-containing protein
OG0009474	Td00001aa040424_T001	PGG domain-containing protein
OG0005445	Td00001aa040425_T001	SWI/SNF complex subunit SWI3D
OG0009476	Td00001aa040426_T001	Zinc finger (Ran-binding) family protein
OG0015173	Td00001aa040427_T002	sulfate adenylyltransferase
OG0000042	Td00001aa040428_T001	Ribonuclease H protein
OG0007174	Td00001aa040429_T002	Transcription factor E2FB
OG0025478	Td00001aa040430_T002	Dynamin superfamily
OG0006723	Td00001aa040431_T003	Calcium-binding protein CML27
OG0003392	Td00001aa040433_T001	"Protein TIC 62, chloroplastic"
OG0013846	Td00001aa040434_T001	"3,9-dihydroxypterocarpan 6A-monooxygenase"
OG0004065	Td00001aa040435_T001	Cyclic nucleotide-binding domain-containing protein
OG0020053	Td00001aa040436_T001	Fertility restorer homologue
OG0008972	Td00001aa040437_T001	Transcription factor MYC/MYB N-terminal domain-containing protein
OG0014555	Td00001aa040438_T002	BTB/POZ and MATH domain-containing protein 3
OG0006725	Td00001aa040440_T001	Putative transcriptional regulator RABBIT EARS
OG0017315	Td00001aa040441_T005	Potassium transporter
OG0005082	Td00001aa040442_T001	SPARK domain-containing protein
OG0006727	Td00001aa040443_T001	Polyadenylate-binding protein RBP47B' isoform X2
OG0008973	Td00001aa040444_T001	Tobamovirus multiplication protein 1
OG0051973	Td00001aa040445_T001	LA-related protein 6 LA RNA-binding domain protein
OG0003739	Td00001aa040447_T001	S-adenosylmethionine decarboxylase uORF
OG0010825	Td00001aa040448_T001	S-adenosylmethionine decarboxylase proenzyme
OG0003944	Td00001aa040449_T001	NB-ARC domain-containing protein
OG0003945	Td00001aa040451_T002	Protein phosphatase 1 regulatory subunit pprA
OG0005083	Td00001aa040452_T001	U3 small nucleolar RNA-associated protein 6 homolog
OG0005084	Td00001aa040453_T001	Dirigent protein (Fragment)
OG0001632	Td00001aa040454_T001	Pyridoxal 5'-phosphate synthase subunit PdxS/SNZ
OG0003457	Td00001aa040456_T002	alanine transaminase
OG0051974	Td00001aa040457_T001	Alanine amino transferase8
OG0011689	Td00001aa040458_T004	Suppressor of RPS4-RLD 1
OG0011690	Td00001aa040459_T001	Eukaryotic translation initiation factor 5A
OG0001802	Td00001aa040460_T001	Aminotransferase-like plant mobile domain-containing protein
OG0006730	Td00001aa040461_T001	Nodulin-like domain-containing protein
OG0008966	Td00001aa040462_T001	"Lectin protein kinase, putative, expressed"
OG0008966	Td00001aa040463_T001	"Lectin protein kinase, putative, expressed"
OG0008966	Td00001aa040464_T001	"Lectin protein kinase, putative, expressed"
OG0008966	Td00001aa040465_T001	"Lectin protein kinase, putative, expressed"
OG0008966	Td00001aa040466_T001	"Lectin protein kinase, putative, expressed"
OG0026734	Td00001aa040468_T001	Putative ZmL1 non-LTR retrotransposon protein
OG0000501	Td00001aa040472_T001	"Retrotransposon protein, putative, Ty3-gypsy subclass"
